fiscal_year,Customer,SubCustomer,PlatformPortfolio,EntitySizeCode,EntitySizeText,EntityCategory,AnyEntityUSplaceOfPerformance,IsEntityAbove1990constantReportingThreshold,IsEntityAbove2016constantReportingThreshold,EntityCount,AllContractorCount,SumOfNumberOfActions,SumOfObligatedAmount
2015,Defense,Army,Other R&D and Knowledge Based,M,Medium Vendor,PDuns,0,0,1,86,87,116,1352264.65
2015,Defense,Army,Other R&D and Knowledge Based,N,Sometimes Small Vendor,PDuns,0,0,0,4,4,8,-7099.65
2015,Defense,Army,Other R&D and Knowledge Based,S,Always Small Vendor,PDuns,NULL,1,1,31,31,0,0
2015,Defense,Army,Other R&D and Knowledge Based,S,Always Small Vendor,PDuns,0,0,0,69,69,93,-263756.15
2015,Defense,Army,Other R&D and Knowledge Based,S,Always Small Vendor,PID,0,0,1,1,1,2,9185
2015,Defense,Army,Other Services,J,Large: Big 5 JV,PID,0,1,1,1,1,1,78916
2015,Defense,Army,Other Services,M,Medium Vendor,PID,0,1,1,25,25,210,19064721.59
2015,Defense,Army,Other Services,N,Sometimes Small Vendor,PID,0,1,1,82,82,764,429426146.2
2015,Defense,Army,Other Services,S,Always Small Vendor,PID,0,1,1,4,4,5,5350.96
2015,Defense,Army,Ships & Submarines,NULL,NULL,PID,NULL,NULL,NULL,1,1,1,228000
2015,Defense,Army,Ships & Submarines,M,Medium Vendor,PDuns,NULL,1,1,1,1,NULL,0
2015,Defense,Army,Ships & Submarines,N,Sometimes Small Vendor,PID,0,1,1,13,13,130,9436688.24
2015,Defense,Army,Ships & Submarines,S,Always Small Vendor,PDuns,NULL,1,1,3,3,NULL,0
2015,Defense,Army,Ships & Submarines,S,Always Small Vendor,PDuns,0,0,0,3,3,6,0
2015,Defense,Army,Ships & Submarines,S,Always Small Vendor,PID,0,1,1,2,2,2,2418983
2015,Defense,Army,Space Systems,L,Large Vendor,PDuns,0,1,1,1,1,5,-49960.78
2015,Defense,Army,Space Systems,L,Large Vendor,PID,0,1,1,11,11,134,74348905.95
2015,Defense,DLA,Aircraft,L,Large Vendor,PDuns,1,1,1,1,1,2,5267.68
2015,Defense,DLA,Aircraft,L,Large Vendor,PID,1,1,1,1,1,3,52500
2015,Defense,DLA,Aircraft,M,Medium Vendor,PDuns,NULL,1,1,3,3,0,0
2015,Defense,DLA,Aircraft,N,Sometimes Small Vendor,PDuns,1,0,0,2,2,33,17273.63
2015,Defense,DLA,Aircraft,N,Sometimes Small Vendor,PID,0,1,1,71,71,9513,329781359.6
2015,Defense,DLA,Aircraft,S,Always Small Vendor,PDuns,1,0,0,2,2,4,5106
2015,Defense,DLA,Aircraft,S,Always Small Vendor,PID,0,1,1,5,5,59,781659.26
2015,Defense,DLA,"Electronics, Comms, & Sensors",M,Medium Vendor,PDuns,1,1,1,26,26,134,1681488.08
2015,Defense,DLA,"Electronics, Comms, & Sensors",M,Medium Vendor,PID,0,1,1,15,15,290,53595954.4
2015,Defense,DLA,"Electronics, Comms, & Sensors",M,Medium Vendor,PID,1,1,1,2,2,2,2301.09
2015,Defense,DLA,"Electronics, Comms, & Sensors",S,Always Small Vendor,PDuns,0,0,0,78,79,173,65847.86
2015,Defense,DLA,Facilities and Construction,J,Large: Big 5 JV,PID,0,1,1,2,2,16,-1181898.69
2015,Defense,DLA,Facilities and Construction,L,Large Vendor,PDuns,0,1,1,21,33,271,5751792.62
2015,Defense,DLA,Facilities and Construction,N,Sometimes Small Vendor,Duns,0,1,1,1,1,12,1275744.47
2015,Defense,DLA,Facilities and Construction,N,Sometimes Small Vendor,PDuns,0,1,1,1048,1103,129112,753293363.4
2015,Defense,DLA,Facilities and Construction,N,Sometimes Small Vendor,PDuns,1,0,1,3,3,3,5349
2015,Defense,DLA,Facilities and Construction,S,Always Small Vendor,PID,0,1,1,2,2,3,73062.97
2015,Defense,DLA,Land Vehicles,B,Big Five,PID,0,1,1,5,5,20661,74865558.2
2015,Defense,DLA,Land Vehicles,M,Medium Vendor,PDuns,1,0,1,8,8,43,26613.37
2015,Defense,DLA,Land Vehicles,S,Always Small Vendor,PDuns,1,0,0,2,2,3,-165240
2015,Defense,DLA,Missile Defense,S,Always Small Vendor,PDuns,0,0,1,1,1,3,0
2015,Defense,DLA,Ordnance and Missiles,M,Medium Vendor,PDuns,0,1,1,16,18,103,3685949
2015,Defense,DLA,Ordnance and Missiles,M,Medium Vendor,PID,1,1,1,1,1,1,382.5
2015,Defense,DLA,Ordnance and Missiles,N,Sometimes Small Vendor,PID,0,1,1,17,17,169,6709394.19
2015,Defense,DLA,Other Products,M,Medium Vendor,PDuns,0,1,1,209,284,26148,602011125.9
2015,Defense,DLA,Other Products,M,Medium Vendor,PDuns,1,0,0,11,11,24,-14362.43
2015,Defense,DLA,Other Products,N,Sometimes Small Vendor,Duns,0,1,1,2,2,150,628163.75
2015,Defense,DLA,Other Products,N,Sometimes Small Vendor,PID,0,1,1,81,81,23069,604325292.1
2015,Defense,DLA,Other Products,S,Always Small Vendor,PDuns,0,0,0,244,244,3552,458280.23
2015,Defense,DLA,Other R&D and Knowledge Based,L,Large Vendor,PDuns,0,1,1,4,4,24,1844876.6
2015,Defense,DLA,Other R&D and Knowledge Based,N,Sometimes Small Vendor,PID,0,1,1,25,25,93,16865996.66
2015,Defense,DLA,Other R&D and Knowledge Based,S,Always Small Vendor,PDuns,0,1,1,185,185,597,124067639.4
2015,Defense,DLA,Other Services,M,Medium Vendor,PDuns,0,0,1,1,1,2,6345.67
2015,Defense,DLA,Other Services,N,Sometimes Small Vendor,PID,0,1,1,5,5,21,500267.38
2015,Defense,DLA,Ships & Submarines,N,Sometimes Small Vendor,PDuns,0,0,1,50,51,247,502826.06
2015,Defense,MDA,Missile Defense,B,Big Five,PID,0,1,1,5,5,1395,3491750906
2015,Defense,MDA,Missile Defense,L,Large Vendor,PDuns,0,1,1,1,1,2,-387.7
2015,Defense,MilitaryHealth,Facilities and Construction,L,Large Vendor,PDuns,0,1,1,6,10,15,658647.61
2015,Defense,MilitaryHealth,Facilities and Construction,M,Medium Vendor,PDuns,0,1,1,13,12,18,1247191.34
2015,Defense,MilitaryHealth,Land Vehicles,N,Sometimes Small Vendor,PDuns,0,1,1,3,3,2,77063.68
2015,Defense,MilitaryHealth,Other Products,L,Large Vendor,PDuns,0,0,1,1,1,1,50128.68
2015,Defense,Navy,NULL,N,Sometimes Small Vendor,PID,0,1,1,1,1,1,1709
2015,Defense,Navy,Aircraft,B,Big Five,PDuns,0,1,1,2,3,5,-4607.8
2015,Defense,Navy,Aircraft,M,Medium Vendor,PDuns,0,1,1,44,58,293,77434010.53
2015,Defense,Navy,Aircraft,N,Sometimes Small Vendor,PID,0,1,1,64,64,438,90546538.23
2015,Defense,Navy,"Electronics, Comms, & Sensors",S,Always Small Vendor,PDuns,0,0,1,441,441,589,3163426.59
2015,Defense,Navy,"Electronics, Comms, & Sensors",S,Always Small Vendor,PID,0,1,1,22,22,344,46380478.33
2015,Defense,Navy,Facilities and Construction,M,Medium Vendor,PDuns,1,0,1,85,85,177,839906.35
2015,Defense,Navy,Facilities and Construction,N,Sometimes Small Vendor,PDuns,0,0,0,4,4,23,577.32
2015,Defense,Navy,Facilities and Construction,N,Sometimes Small Vendor,PDuns,0,1,1,2226,2522,21665,1296391625
2015,Defense,Navy,Facilities and Construction,S,Always Small Vendor,PDuns,0,1,1,3346,3369,17668,2517854603
2015,Defense,Navy,Land Vehicles,M,Medium Vendor,PDuns,1,0,1,9,9,11,58543.32
2015,Defense,Navy,Land Vehicles,S,Always Small Vendor,PDuns,NULL,1,1,2,2,NULL,0
2015,Defense,Navy,Land Vehicles,S,Always Small Vendor,PDuns,0,1,1,215,215,688,83256448.59
2015,Defense,Navy,Ordnance and Missiles,L,Large Vendor,PDuns,1,1,1,1,1,1,6419.63
2015,Defense,Navy,Ordnance and Missiles,M,Medium Vendor,PID,1,1,1,1,1,2,5221662.35
2015,Defense,Navy,Ordnance and Missiles,S,Always Small Vendor,PDuns,NULL,0,0,6,6,NULL,0
2015,Defense,Navy,Ordnance and Missiles,S,Always Small Vendor,PDuns,NULL,1,1,1,1,NULL,0
2015,Defense,Navy,Other Products,NULL,NULL,PID,NULL,NULL,NULL,2,2,10,4950274.44
2015,Defense,Navy,Other Products,M,Medium Vendor,PID,1,1,1,1,1,15,188875.55
2015,Defense,Navy,Other Products,S,Always Small Vendor,PDuns,0,0,0,84,84,129,29544.07
2015,Defense,Navy,Other Products,S,Always Small Vendor,PDuns,0,1,1,1048,1056,2978,130188402.8
2015,Defense,Navy,Other R&D and Knowledge Based,L,Large Vendor,PDuns,0,1,1,29,45,337,42769811.1
2015,Defense,Navy,Other R&D and Knowledge Based,M,Medium Vendor,PDuns,NULL,0,0,2,2,0,0
2015,Defense,Navy,Other R&D and Knowledge Based,M,Medium Vendor,PDuns,1,1,1,144,152,423,27344849.29
2015,Defense,Navy,Other R&D and Knowledge Based,N,Sometimes Small Vendor,PDuns,0,0,1,35,35,83,397239.02
2015,Defense,Navy,Other R&D and Knowledge Based,S,Always Small Vendor,PID,NULL,1,1,1,1,0,0
2015,Defense,Navy,Other Services,M,Medium Vendor,PDuns,NULL,0,0,2,2,0,0
2015,Defense,Navy,Other Services,M,Medium Vendor,PDuns,NULL,1,1,20,19,0,0
2015,Defense,Navy,Other Services,M,Medium Vendor,PDuns,0,1,1,163,171,949,192776767
2015,Defense,Navy,Other Services,M,Medium Vendor,PDuns,1,0,0,7,7,10,5830.77
2015,Defense,Navy,Other Services,M,Medium Vendor,PID,0,1,1,19,19,95,31991810.07
2015,Defense,Navy,Other Services,N,Sometimes Small Vendor,PID,0,1,1,74,74,1102,298287868.4
2015,Defense,Navy,Ships & Submarines,M,Medium Vendor,PDuns,1,0,0,6,6,10,-9582.19
2015,Defense,Navy,Ships & Submarines,M,Medium Vendor,PID,0,1,1,35,35,932,1169261042
2015,Defense,Navy,Ships & Submarines,S,Always Small Vendor,PDuns,0,1,1,941,947,9588,487030034.4
2015,Defense,Navy,Space Systems,M,Medium Vendor,PDuns,1,1,1,2,2,6,50268.43
2015,Defense,Navy,Space Systems,M,Medium Vendor,PID,0,1,1,6,6,48,4210174.77
2015,Defense,Other DoD,Aircraft,S,Always Small Vendor,PDuns,0,0,0,8,8,10,-9606.26
2015,Defense,Other DoD,"Electronics, Comms, & Sensors",J,Large: Big 5 JV,PID,0,1,1,2,2,4,-2021569.25
2015,Defense,Other DoD,"Electronics, Comms, & Sensors",S,Always Small Vendor,PDuns,1,1,1,2,2,2,25900
2015,Defense,Other DoD,Facilities and Construction,L,Large Vendor,PDuns,0,1,1,9,11,23,549495.49
2015,Defense,Other DoD,Facilities and Construction,M,Medium Vendor,PDuns,0,0,0,6,6,9,9381.96
2015,Defense,Other DoD,Facilities and Construction,M,Medium Vendor,PDuns,1,0,1,2,2,2,19110.09
2015,Defense,Other DoD,Facilities and Construction,S,Always Small Vendor,PDuns,0,1,1,400,402,888,71582375.63
2015,Defense,Other DoD,Land Vehicles,M,Medium Vendor,PDuns,0,1,1,3,3,2,254668.82
2015,Defense,Other DoD,Land Vehicles,N,Sometimes Small Vendor,PDuns,0,0,1,1,1,3,15781.46
2015,Defense,Other DoD,Land Vehicles,S,Always Small Vendor,PDuns,0,1,1,48,48,79,23948300.59
2015,Defense,Other DoD,Missile Defense,L,Large Vendor,PID,0,1,1,7,7,13,-273954.71
2015,Defense,Other DoD,Ordnance and Missiles,M,Medium Vendor,PDuns,0,1,1,4,5,6,-2560481.92
2015,Defense,Other DoD,Ordnance and Missiles,N,Sometimes Small Vendor,PID,0,1,1,17,17,61,-1999938.85
2015,Defense,Other DoD,Other R&D and Knowledge Based,NULL,NULL,PID,NULL,NULL,NULL,2,2,1,0
2015,Defense,Other DoD,Other R&D and Knowledge Based,N,Sometimes Small Vendor,Duns,0,1,1,1,1,1,0
2015,Defense,Other DoD,Other Services,M,Medium Vendor,PDuns,1,0,1,1,1,2,8891.4
2015,Defense,Other DoD,Other Services,N,Sometimes Small Vendor,PDuns,1,1,1,5,5,19,5645224.59
2015,Defense,Other DoD,Ships & Submarines,M,Medium Vendor,PDuns,NULL,1,1,1,1,NULL,0
2015,Defense,Other DoD,Ships & Submarines,M,Medium Vendor,PID,0,1,1,6,6,67,-572010.06
2015,Defense,Other DoD,Ships & Submarines,N,Sometimes Small Vendor,PDuns,0,1,1,94,95,590,5929669.85
2015,Defense,Other DoD,Ships & Submarines,S,Always Small Vendor,PDuns,0,1,1,80,80,259,8323652.39
2015,Defense,Other DoD,Space Systems,M,Medium Vendor,PID,0,1,1,4,4,29,-593888.24
2016,Defense,Air Force,Aircraft,L,Large Vendor,PDuns,0,1,1,9,18,189,124618282.9
2016,Defense,Air Force,Aircraft,S,Always Small Vendor,PID,0,0,1,1,1,1,8284.5
2016,Defense,Air Force,Facilities and Construction,M,Medium Vendor,PDuns,0,0,0,8,8,12,-13400.8404
2016,Defense,Air Force,Facilities and Construction,M,Medium Vendor,PDuns,1,0,1,19,19,61,202725.4214
2016,Defense,Air Force,Facilities and Construction,N,Sometimes Small Vendor,PID,0,1,1,144,144,1761,327718210
2016,Defense,Air Force,Facilities and Construction,S,Always Small Vendor,PDuns,0,0,1,317,317,397,2447430.457
2016,Defense,Air Force,Land Vehicles,M,Medium Vendor,PDuns,1,0,1,2,2,3,-4976.9302
2016,Defense,Air Force,Land Vehicles,S,Always Small Vendor,PDuns,1,1,1,1,1,1,86842.3203
2016,Defense,Air Force,Land Vehicles,U,Unlabeled Vendor,Name,1,1,1,1,1,2,41146.67
2016,Defense,Air Force,Ordnance and Missiles,M,Medium Vendor,PDuns,1,1,1,12,11,16,286430.5909
2016,Defense,Air Force,Ordnance and Missiles,N,Sometimes Small Vendor,PDuns,0,1,1,150,155,513,101272349.4
2016,Defense,Air Force,Ordnance and Missiles,S,Always Small Vendor,PDuns,0,0,1,10,10,12,76005.54
2016,Defense,Air Force,Other Products,L,Large Vendor,PID,0,1,1,25,25,154,28731536.92
2016,Defense,Air Force,Other R&D and Knowledge Based,M,Medium Vendor,PDuns,0,0,0,4,5,14,734895.1573
2016,Defense,Air Force,Other R&D and Knowledge Based,S,Always Small Vendor,PDuns,NULL,0,1,1,1,0,0
2016,Defense,Air Force,Other R&D and Knowledge Based,S,Always Small Vendor,PDuns,0,0,0,6,6,8,-76061.8105
2016,Defense,Air Force,Other R&D and Knowledge Based,S,Always Small Vendor,PDuns,1,1,1,13,13,17,1325719.557
2016,Defense,Air Force,Other Services,N,Sometimes Small Vendor,PDuns,NULL,0,0,1,1,0,0
2016,Defense,Air Force,Other Services,N,Sometimes Small Vendor,PDuns,0,1,1,377,413,1873,172721212.4
2016,Defense,Air Force,Other Services,N,Sometimes Small Vendor,PDuns,1,1,1,10,10,106,856541.8358
2016,Defense,Air Force,Other Services,S,Always Small Vendor,PDuns,NULL,0,1,1,1,0,0
2016,Defense,Air Force,Other Services,S,Always Small Vendor,PDuns,1,0,1,1,1,1,7569.8999
2016,Defense,Air Force,Ships & Submarines,M,Medium Vendor,PDuns,0,1,1,1,1,6,84569.6406
2016,Defense,Air Force,Ships & Submarines,M,Medium Vendor,PDuns,1,1,1,8,8,16,1170302.094
2016,Defense,Air Force,Space Systems,NULL,NULL,PID,NULL,NULL,NULL,1,1,2,50000
2016,Defense,Air Force,Space Systems,B,Big Five,PID,0,1,1,5,5,661,2428764176
2016,Defense,Air Force,Space Systems,N,Sometimes Small Vendor,PDuns,1,1,1,1,1,1,92352.2109
2016,Defense,Air Force,Space Systems,S,Always Small Vendor,PID,0,1,1,4,4,8,2062430
2016,Defense,Army,NULL,L,Large Vendor,PDuns,0,1,1,3,3,9,-9684440.425
2016,Defense,Army,Aircraft,M,Medium Vendor,PDuns,1,1,1,12,12,29,13541567.43
2016,Defense,Army,Aircraft,M,Medium Vendor,PID,0,1,1,12,12,306,495272732.5
2016,Defense,Army,Aircraft,N,Sometimes Small Vendor,PDuns,0,0,1,3,3,13,77332.3696
2016,Defense,Army,Aircraft,S,Always Small Vendor,PDuns,0,1,1,281,281,807,168658702.9
2016,Defense,Army,"Electronics, Comms, & Sensors",J,Large: Big 5 JV,PDuns,0,1,1,1,3,14,1814542.02
2016,Defense,Army,"Electronics, Comms, & Sensors",L,Large Vendor,PDuns,0,1,1,31,53,768,151955228.7
2016,Defense,Army,"Electronics, Comms, & Sensors",M,Medium Vendor,PDuns,1,0,1,15,15,19,113955.6607
2016,Defense,Army,"Electronics, Comms, & Sensors",N,Sometimes Small Vendor,PDuns,0,1,1,1583,1735,9021,1398619322
2016,Defense,Army,"Electronics, Comms, & Sensors",N,Sometimes Small Vendor,PID,0,1,1,167,167,5261,1705227041
2016,Defense,Army,"Electronics, Comms, & Sensors",S,Always Small Vendor,PDuns,0,1,1,2080,2093,5658,1048514396
2016,Defense,Army,"Electronics, Comms, & Sensors",S,Always Small Vendor,PDuns,1,0,1,1,1,2,13513.5996
2016,Defense,Army,Facilities and Construction,B,Big Five,PID,0,1,1,5,5,455,124136939.5
2016,Defense,Army,Facilities and Construction,M,Medium Vendor,PDuns,0,0,1,131,131,174,776927.0599
2016,Defense,Army,Facilities and Construction,N,Sometimes Small Vendor,PDuns,0,1,1,2586,2995,24173,2953325088
2016,Defense,Army,Facilities and Construction,S,Always Small Vendor,PDuns,NULL,0,1,3,3,0,0
2016,Defense,Army,Facilities and Construction,S,Always Small Vendor,PDuns,0,0,0,151,151,249,-1165208.8
2016,Defense,Army,Facilities and Construction,S,Always Small Vendor,PDuns,0,1,1,7667,7747,40319,5842219090
2016,Defense,Army,Land Vehicles,M,Medium Vendor,PDuns,1,0,1,1,1,1,6086.8599
2016,Defense,Army,Land Vehicles,U,Unlabeled Vendor,Duns,1,1,1,1,1,3,-6783.9805
2016,Defense,Army,Missile Defense,N,Sometimes Small Vendor,PDuns,1,1,1,1,1,6,635167
2016,Defense,Army,Missile Defense,S,Always Small Vendor,PDuns,0,1,1,26,26,232,28570705.55
2016,Defense,Army,Ordnance and Missiles,M,Medium Vendor,PDuns,0,0,1,1,1,2,0
2016,Defense,Army,Ordnance and Missiles,M,Medium Vendor,PDuns,1,1,1,28,28,54,31263408.05
2016,Defense,Army,Other Products,M,Medium Vendor,PDuns,1,0,0,5,5,6,-78669.5072
2016,Defense,Army,Other Products,N,Sometimes Small Vendor,PID,0,1,1,78,78,533,157041082.5
2016,Defense,Army,Other Products,S,Always Small Vendor,PDuns,NULL,0,1,13,13,0,0
2016,Defense,Army,Other Products,S,Always Small Vendor,PDuns,0,0,0,58,58,80,-25374.0496
2016,Defense,Army,Other Products,S,Always Small Vendor,PDuns,1,0,1,2,2,2,3324.2
2016,Defense,Army,Other R&D and Knowledge Based,B,Big Five,PDuns,0,1,1,1,1,2,-25576.2809
2016,Defense,Army,Other R&D and Knowledge Based,M,Medium Vendor,PDuns,NULL,0,0,5,5,0,0
2016,Defense,Army,Other R&D and Knowledge Based,M,Medium Vendor,PDuns,0,0,1,66,66,88,387198.63
2016,Defense,Army,Other R&D and Knowledge Based,M,Medium Vendor,PDuns,1,1,1,178,179,2000,80126560.76
2016,Defense,Army,Other R&D and Knowledge Based,M,Medium Vendor,PID,0,1,1,99,99,1532,533122701.4
