fiscal_year,Customer,SubCustomer,EntitySizeCode,EntitySizeText,EntityCategory,AnyEntityUSplaceOfPerformance,IsEntityAbove1990constantReportingThreshold,IsEntityAbove2016constantReportingThreshold,EntityCount,AllContractorCount,SumOfNumberOfActions,SumOfObligatedAmount
1990,Defense,Air Force,S,Always Small Vendor,PDuns,NULL,1,1,1028,1072,NULL,801968000.0000
1990,Defense,Air Force,S,Always Small Vendor,PID,NULL,1,1,18,18,NULL,69844000.0000
1990,Defense,Army,B,Big Five,PDuns,NULL,1,1,2,10,NULL,182140000.0000
1990,Defense,Army,B,Big Five,PID,NULL,1,1,5,5,NULL,2503032000.0000
1990,Defense,Army,J,Large: Big 5 JV,PID,NULL,1,1,1,1,NULL,103874000.0000
1990,Defense,Army,L,Large Vendor,PDuns,NULL,1,1,19,6775,NULL,3400207000.0000
1990,Defense,Army,L,Large Vendor,PID,NULL,1,1,72,72,NULL,8134354000.0000
1990,Defense,Army,M,Medium Vendor,PDuns,NULL,0,0,36,36,NULL,-15233000.0000
1990,Defense,Army,M,Medium Vendor,PDuns,NULL,0,1,2,2,NULL,-50000.0000
1990,Defense,Army,M,Medium Vendor,PDuns,NULL,1,1,1568,2156,NULL,2707657000.0000
1990,Defense,Army,M,Medium Vendor,PID,NULL,1,1,102,102,NULL,986047000.0000
1990,Defense,Army,N,Sometimes Small Vendor,PDuns,NULL,0,0,10,10,NULL,-8866000.0000
1990,Defense,Army,N,Sometimes Small Vendor,PDuns,NULL,1,1,1049,1762,NULL,2641426000.0000
1990,Defense,Army,N,Sometimes Small Vendor,PID,NULL,1,1,77,77,NULL,1424094000.0000
1990,Defense,Army,S,Always Small Vendor,PDuns,NULL,0,0,35,35,NULL,-10589000.0000
1990,Defense,Army,S,Always Small Vendor,PDuns,NULL,0,1,5,5,NULL,254000.0000
1990,Defense,Army,S,Always Small Vendor,PDuns,NULL,1,1,1187,1222,NULL,737937000.0000
1990,Defense,Army,S,Always Small Vendor,PID,NULL,0,0,1,1,NULL,0.0000
1990,Defense,Army,S,Always Small Vendor,PID,NULL,1,1,27,27,NULL,26749000.0000
1990,Defense,DLA,B,Big Five,PDuns,NULL,1,1,1,3,NULL,249000.0000
1990,Defense,DLA,B,Big Five,PID,NULL,1,1,5,5,NULL,11551000.0000
1990,Defense,DLA,L,Large Vendor,PDuns,NULL,1,1,13,2154,NULL,1480964000.0000
1990,Defense,DLA,L,Large Vendor,PID,NULL,0,0,1,1,NULL,NULL
1990,Defense,DLA,L,Large Vendor,PID,NULL,1,1,57,57,NULL,2185198000.0000
1990,Defense,DLA,M,Medium Vendor,PDuns,NULL,0,0,24,24,NULL,-11676000.0000
1990,Defense,DLA,M,Medium Vendor,PDuns,NULL,1,1,1092,1432,NULL,2528062000.0000
1990,Defense,DLA,M,Medium Vendor,PID,NULL,0,1,1,1,NULL,34000.0000
1990,Defense,DLA,M,Medium Vendor,PID,NULL,1,1,49,49,NULL,1276647000.0000
1990,Defense,DLA,N,Sometimes Small Vendor,PDuns,NULL,0,0,2,2,NULL,-1416000.0000
1990,Defense,DLA,N,Sometimes Small Vendor,PDuns,NULL,1,1,692,994,NULL,1044025000.0000
1990,Defense,DLA,N,Sometimes Small Vendor,PID,NULL,1,1,36,36,NULL,328363000.0000
1990,Defense,DLA,S,Always Small Vendor,PDuns,NULL,0,0,12,12,NULL,-4697000.0000
1990,Defense,DLA,S,Always Small Vendor,PDuns,NULL,0,1,1,1,NULL,87000.0000
1990,Defense,DLA,S,Always Small Vendor,PDuns,NULL,1,1,548,559,NULL,257421000.0000
1990,Defense,DLA,S,Always Small Vendor,PID,NULL,1,1,6,6,NULL,93778000.0000
1990,Defense,Navy,B,Big Five,PDuns,NULL,1,1,5,12,NULL,64715000.0000
1990,Defense,Navy,B,Big Five,PID,NULL,0,0,1,1,NULL,-35000.0000
1990,Defense,Navy,B,Big Five,PID,NULL,1,1,5,5,NULL,5773019707.0000
1990,Defense,Navy,L,Large Vendor,PDuns,NULL,1,1,21,6813,NULL,3439050236.0000
1990,Defense,Navy,L,Large Vendor,PID,NULL,1,1,76,76,NULL,18964411888.0000
1990,Defense,Navy,M,Medium Vendor,PDuns,NULL,0,0,22,22,NULL,2537000.0000
1990,Defense,Navy,M,Medium Vendor,PDuns,NULL,0,1,1,1,NULL,40000.0000
1990,Defense,Navy,M,Medium Vendor,PDuns,NULL,1,1,1608,2390,2,2540492964.0000
1990,Defense,Navy,M,Medium Vendor,PID,NULL,1,1,104,104,NULL,4981603493.0000
1990,Defense,Navy,N,Sometimes Small Vendor,PDuns,NULL,0,0,5,5,NULL,-5382000.0000
1990,Defense,Navy,N,Sometimes Small Vendor,PDuns,NULL,0,1,1,1,NULL,-1073000.0000
1990,Defense,Navy,N,Sometimes Small Vendor,PDuns,NULL,1,1,1302,2487,NULL,4595098708.0000
1990,Defense,Navy,N,Sometimes Small Vendor,PID,NULL,1,1,84,84,NULL,1431682734.0000
1990,Defense,Navy,S,Always Small Vendor,PDuns,NULL,0,0,34,34,NULL,-2915000.0000
1990,Defense,Navy,S,Always Small Vendor,PDuns,NULL,0,1,6,6,NULL,538000.0000
1990,Defense,Navy,S,Always Small Vendor,PDuns,NULL,1,1,1634,1715,1,1554808675.0000
1990,Defense,Navy,S,Always Small Vendor,PID,NULL,1,1,38,38,NULL,646544000.0000
1990,Defense,Other DoD,B,Big Five,PID,NULL,1,1,5,5,NULL,41074000.0000
1990,Defense,Other DoD,L,Large Vendor,PDuns,NULL,1,1,8,385,NULL,392952000.0000
1990,Defense,Other DoD,L,Large Vendor,PID,NULL,1,1,41,41,NULL,857801000.0000
1990,Defense,Other DoD,M,Medium Vendor,PDuns,NULL,0,0,3,3,NULL,-1099000.0000
1990,Defense,Other DoD,M,Medium Vendor,PDuns,NULL,0,1,1,1,NULL,11000.0000
1990,Defense,Other DoD,M,Medium Vendor,PDuns,NULL,1,1,204,226,NULL,399257000.0000
1990,Defense,Other DoD,M,Medium Vendor,PID,NULL,1,1,42,42,NULL,780138000.0000
1990,Defense,Other DoD,N,Sometimes Small Vendor,PDuns,NULL,0,0,1,1,NULL,-110000.0000
1990,Defense,Other DoD,N,Sometimes Small Vendor,PDuns,NULL,1,1,206,282,NULL,581396000.0000
1990,Defense,Other DoD,N,Sometimes Small Vendor,PID,NULL,1,1,29,29,NULL,121015000.0000
1990,Defense,Other DoD,S,Always Small Vendor,PDuns,NULL,0,0,2,2,NULL,-75000.0000
1990,Defense,Other DoD,S,Always Small Vendor,PDuns,NULL,1,1,141,148,NULL,141510000.0000
1990,Defense,Other DoD,S,Always Small Vendor,PID,NULL,1,1,7,7,NULL,17183000.0000
1991,Defense,Air Force,B,Big Five,PDuns,NULL,1,1,2,7,NULL,35733000.0000
1991,Defense,Air Force,B,Big Five,PID,NULL,1,1,5,5,NULL,9190484000.0000
1991,Defense,Air Force,L,Large Vendor,PDuns,NULL,1,1,18,49,NULL,165971000.0000
1991,Defense,Air Force,L,Large Vendor,PID,NULL,1,1,75,75,NULL,17291618000.0000
1991,Defense,Air Force,M,Medium Vendor,PDuns,NULL,0,0,6,6,NULL,-302000.0000
1991,Defense,Air Force,M,Medium Vendor,PDuns,NULL,0,1,1,1,NULL,25000.0000
1991,Defense,Air Force,M,Medium Vendor,PDuns,NULL,1,1,1045,6413,NULL,6575844000.0000
1991,Defense,Air Force,M,Medium Vendor,PID,NULL,0,0,1,1,NULL,97000.0000
1991,Defense,Air Force,M,Medium Vendor,PID,NULL,1,1,87,87,NULL,2225205000.0000
1991,Defense,Air Force,N,Sometimes Small Vendor,PDuns,NULL,0,0,1,1,NULL,-449000.0000
1991,Defense,Air Force,N,Sometimes Small Vendor,PDuns,NULL,1,1,852,1702,NULL,3931082000.0000
1991,Defense,Air Force,N,Sometimes Small Vendor,PID,NULL,1,1,82,82,NULL,2905199000.0000
1991,Defense,Air Force,S,Always Small Vendor,PDuns,NULL,0,0,24,24,NULL,-8366000.0000
1991,Defense,Air Force,S,Always Small Vendor,PDuns,NULL,0,1,12,12,NULL,176000.0000
1991,Defense,Air Force,S,Always Small Vendor,PDuns,NULL,1,1,1280,1343,NULL,1245188000.0000
1991,Defense,Air Force,S,Always Small Vendor,PID,NULL,1,1,34,34,NULL,67579000.0000
1991,Defense,Army,B,Big Five,PDuns,NULL,1,1,2,9,NULL,187646000.0000
1991,Defense,Army,B,Big Five,PID,NULL,1,1,6,6,NULL,3801571000.0000
1991,Defense,Army,J,Large: Big 5 JV,PID,NULL,1,1,1,1,NULL,256592000.0000
1991,Defense,Army,L,Large Vendor,PDuns,NULL,1,1,23,45,NULL,112975000.0000
1991,Defense,Army,L,Large Vendor,PID,NULL,1,1,81,81,NULL,9755932000.0000
1991,Defense,Army,M,Medium Vendor,PDuns,NULL,0,0,7,7,NULL,-484000.0000
1991,Defense,Army,M,Medium Vendor,PDuns,NULL,0,1,11,11,NULL,386000.0000
1991,Defense,Army,M,Medium Vendor,PDuns,NULL,1,1,1459,10891,NULL,9480727000.0000
1991,Defense,Army,M,Medium Vendor,PID,NULL,0,1,1,1,NULL,26000.0000
1991,Defense,Army,M,Medium Vendor,PID,NULL,1,1,100,100,NULL,1863445000.0000
1991,Defense,Army,N,Sometimes Small Vendor,PDuns,NULL,0,0,2,2,NULL,53000.0000
1991,Defense,Army,N,Sometimes Small Vendor,PDuns,NULL,0,1,1,2,NULL,-1282000.0000
1991,Defense,Army,N,Sometimes Small Vendor,PDuns,NULL,1,1,986,1893,NULL,4552526000.0000
1991,Defense,Army,N,Sometimes Small Vendor,PID,NULL,1,1,98,98,NULL,3385851000.0000
1991,Defense,Army,S,Always Small Vendor,PDuns,NULL,0,0,50,50,NULL,-22377000.0000
1991,Defense,Army,S,Always Small Vendor,PDuns,NULL,0,1,18,18,NULL,-12361000.0000
1991,Defense,Army,S,Always Small Vendor,PDuns,NULL,1,1,1738,1806,NULL,1419346000.0000
1991,Defense,Army,S,Always Small Vendor,PID,NULL,1,1,50,50,NULL,113270000.0000
1991,Defense,DLA,B,Big Five,PDuns,NULL,1,1,1,3,NULL,560000.0000
1991,Defense,DLA,B,Big Five,PID,NULL,1,1,6,6,NULL,11191000.0000
1991,Defense,DLA,L,Large Vendor,PDuns,NULL,1,1,14,28,NULL,76144000.0000
1991,Defense,DLA,L,Large Vendor,PID,NULL,1,1,58,58,NULL,2883277000.0000
1991,Defense,DLA,M,Medium Vendor,PDuns,NULL,0,0,3,3,NULL,-2047000.0000
1991,Defense,DLA,M,Medium Vendor,PDuns,NULL,0,1,4,4,NULL,180000.0000
1991,Defense,DLA,M,Medium Vendor,PDuns,NULL,1,1,609,3085,NULL,3530990000.0000
1991,Defense,DLA,M,Medium Vendor,PID,NULL,1,1,36,36,NULL,1395991000.0000
1991,Defense,DLA,N,Sometimes Small Vendor,PDuns,NULL,0,0,1,1,NULL,-28000.0000
1991,Defense,DLA,N,Sometimes Small Vendor,PDuns,NULL,1,1,560,938,NULL,1338137000.0000
1991,Defense,DLA,N,Sometimes Small Vendor,PID,NULL,1,1,42,42,NULL,500450000.0000
1991,Defense,DLA,S,Always Small Vendor,PDuns,NULL,0,0,22,22,NULL,-50571000.0000
1991,Defense,DLA,S,Always Small Vendor,PDuns,NULL,0,1,17,17,NULL,-56000.0000
1991,Defense,DLA,S,Always Small Vendor,PDuns,NULL,1,1,1074,1095,NULL,1303964000.0000
1991,Defense,DLA,S,Always Small Vendor,PID,NULL,1,1,20,20,NULL,695290000.0000
1991,Defense,Navy,B,Big Five,PDuns,NULL,1,1,2,7,NULL,89442000.0000
1991,Defense,Navy,B,Big Five,PID,NULL,1,1,6,6,NULL,5375033964.0000
1991,Defense,Navy,J,Large: Big 5 JV,PID,NULL,1,1,1,1,NULL,81107000.0000
1991,Defense,Navy,L,Large Vendor,PDuns,NULL,1,1,26,70,2,170031040.0000
1991,Defense,Navy,L,Large Vendor,PID,NULL,1,1,75,75,2,16865624037.0000
1991,Defense,Navy,M,Medium Vendor,PDuns,NULL,0,0,8,8,NULL,270792.0000
1991,Defense,Navy,M,Medium Vendor,PDuns,NULL,0,1,9,9,NULL,232678.0000
1991,Defense,Navy,M,Medium Vendor,PDuns,NULL,1,1,1248,8669,NULL,7459432876.0000
1991,Defense,Navy,M,Medium Vendor,PID,NULL,1,1,97,97,1,3041571454.0000
1991,Defense,Navy,N,Sometimes Small Vendor,PDuns,NULL,0,0,2,2,NULL,-1648000.0000
1991,Defense,Navy,N,Sometimes Small Vendor,PDuns,NULL,1,1,1094,2257,NULL,4776630923.0000
1991,Defense,Navy,N,Sometimes Small Vendor,PID,NULL,1,1,107,107,NULL,2293618151.0000
1991,Defense,Navy,S,Always Small Vendor,PDuns,NULL,0,0,25,25,NULL,-14151380.0000
1991,Defense,Navy,S,Always Small Vendor,PDuns,NULL,0,1,20,20,NULL,-253025.0000
1991,Defense,Navy,S,Always Small Vendor,PDuns,NULL,1,1,1867,1956,1,1705448873.0000
1991,Defense,Navy,S,Always Small Vendor,PID,NULL,1,1,50,50,NULL,97558461.0000
1991,Defense,Other DoD,B,Big Five,PDuns,NULL,1,1,1,1,NULL,410000.0000
1991,Defense,Other DoD,B,Big Five,PID,NULL,1,1,4,4,NULL,77705000.0000
1991,Defense,Other DoD,L,Large Vendor,PDuns,NULL,1,1,7,10,NULL,19237000.0000
1991,Defense,Other DoD,L,Large Vendor,PID,NULL,1,1,45,45,NULL,1074583000.0000
1991,Defense,Other DoD,M,Medium Vendor,PDuns,NULL,0,1,2,2,NULL,38000.0000
1991,Defense,Other DoD,M,Medium Vendor,PDuns,NULL,1,1,229,778,NULL,961126000.0000
1991,Defense,Other DoD,M,Medium Vendor,PID,NULL,1,1,32,32,NULL,650322000.0000
1991,Defense,Other DoD,N,Sometimes Small Vendor,PDuns,NULL,1,1,233,335,NULL,862741000.0000
1991,Defense,Other DoD,N,Sometimes Small Vendor,PID,NULL,1,1,39,39,NULL,118118000.0000
1991,Defense,Other DoD,S,Always Small Vendor,PDuns,NULL,0,0,2,2,NULL,-81000.0000
1991,Defense,Other DoD,S,Always Small Vendor,PDuns,NULL,1,1,173,177,NULL,143682000.0000
1991,Defense,Other DoD,S,Always Small Vendor,PID,NULL,1,1,14,14,NULL,103965000.0000
1992,Defense,Air Force,B,Big Five,PDuns,NULL,1,1,2,4,NULL,99136864.0000
1992,Defense,Air Force,B,Big Five,PID,NULL,1,1,5,5,NULL,11192986768.0000
1992,Defense,Air Force,L,Large Vendor,PDuns,NULL,1,1,21,80,NULL,247775572.0000
1992,Defense,Air Force,L,Large Vendor,PID,NULL,1,1,86,86,NULL,12067713440.0000
1992,Defense,Air Force,M,Medium Vendor,PDuns,NULL,0,0,6,6,NULL,-7047796.0000
1992,Defense,Air Force,M,Medium Vendor,PDuns,NULL,0,1,6,6,NULL,156610.0000
1992,Defense,Air Force,M,Medium Vendor,PDuns,NULL,1,1,1136,1513,NULL,2079207027.0000
1992,Defense,Air Force,M,Medium Vendor,PID,NULL,1,1,107,107,NULL,2339142602.0000
1992,Defense,Air Force,N,Sometimes Small Vendor,PDuns,NULL,0,1,1,1,NULL,1157289.0000
1992,Defense,Air Force,N,Sometimes Small Vendor,PDuns,NULL,1,1,786,1532,NULL,2732678568.0000
1992,Defense,Air Force,N,Sometimes Small Vendor,PID,NULL,1,1,101,101,NULL,2108604645.0000
1992,Defense,Air Force,S,Always Small Vendor,PDuns,NULL,0,0,22,22,NULL,-9251163.0000
1992,Defense,Air Force,S,Always Small Vendor,PDuns,NULL,0,1,15,15,NULL,338475.0000
1992,Defense,Air Force,S,Always Small Vendor,PDuns,NULL,1,1,1251,6809,NULL,5695460273.0000
1992,Defense,Air Force,S,Always Small Vendor,PID,NULL,0,1,1,1,NULL,26152.0000
1992,Defense,Air Force,S,Always Small Vendor,PID,NULL,1,1,43,43,NULL,54637710.0000
1992,Defense,Army,B,Big Five,PDuns,NULL,1,1,2,5,NULL,42726185.0000
1992,Defense,Army,B,Big Five,PID,NULL,1,1,6,6,NULL,2616260659.0000
1992,Defense,Army,J,Large: Big 5 JV,PID,NULL,1,1,2,2,NULL,568448224.0000
1992,Defense,Army,L,Large Vendor,PDuns,NULL,1,1,24,77,NULL,219783398.0000
1992,Defense,Army,L,Large Vendor,PID,NULL,1,1,87,87,NULL,8309873069.0000
1992,Defense,Army,M,Medium Vendor,PDuns,NULL,0,0,8,8,NULL,33683.0000
1992,Defense,Army,M,Medium Vendor,PDuns,NULL,0,1,16,16,NULL,355878.0000
1992,Defense,Army,M,Medium Vendor,PDuns,NULL,1,1,1735,2285,NULL,3663469683.0000
1992,Defense,Army,M,Medium Vendor,PID,NULL,1,1,127,127,NULL,2483994922.0000
1992,Defense,Army,N,Sometimes Small Vendor,PDuns,NULL,0,1,2,2,NULL,37667.0000
1992,Defense,Army,N,Sometimes Small Vendor,PDuns,NULL,1,1,902,1791,NULL,3348420099.0000
1992,Defense,Army,N,Sometimes Small Vendor,PID,NULL,1,1,106,106,NULL,2747202936.0000
1992,Defense,Army,S,Always Small Vendor,PDuns,NULL,0,0,26,27,NULL,-11029864.0000
1992,Defense,Army,S,Always Small Vendor,PDuns,NULL,0,1,32,32,NULL,-150659.0000
1992,Defense,Army,S,Always Small Vendor,PDuns,NULL,1,1,1690,11568,NULL,7000896797.0000
1992,Defense,Army,S,Always Small Vendor,PID,NULL,0,1,1,1,NULL,25980.0000
1992,Defense,Army,S,Always Small Vendor,PID,NULL,1,1,51,51,NULL,123460341.0000
1992,Defense,DLA,B,Big Five,PID,NULL,1,1,6,6,NULL,6579346.0000
1992,Defense,DLA,L,Large Vendor,PDuns,NULL,1,1,13,30,NULL,9215862.0000
1992,Defense,DLA,L,Large Vendor,PID,NULL,1,1,70,70,NULL,1760542860.0000
1992,Defense,DLA,M,Medium Vendor,PDuns,NULL,0,1,13,13,NULL,362845.0000
1992,Defense,DLA,M,Medium Vendor,PDuns,NULL,1,1,611,781,NULL,1216788102.0000
1992,Defense,DLA,M,Medium Vendor,PID,NULL,0,1,1,1,NULL,25509.0000
1992,Defense,DLA,M,Medium Vendor,PID,NULL,1,1,35,35,NULL,396102862.0000
1992,Defense,DLA,N,Sometimes Small Vendor,PDuns,NULL,1,1,416,774,NULL,710473924.0000
1992,Defense,DLA,N,Sometimes Small Vendor,PID,NULL,1,1,44,44,NULL,361357021.0000
1992,Defense,DLA,S,Always Small Vendor,PDuns,NULL,0,0,21,22,NULL,-2983968.0000
1992,Defense,DLA,S,Always Small Vendor,PDuns,NULL,0,1,22,22,NULL,640527.0000
1992,Defense,DLA,S,Always Small Vendor,PDuns,NULL,1,1,936,3415,NULL,2153471194.0000
1992,Defense,DLA,S,Always Small Vendor,PID,NULL,0,0,1,1,NULL,1162211.0000
1992,Defense,DLA,S,Always Small Vendor,PID,NULL,1,1,23,23,NULL,288206744.0000
1992,Defense,Navy,B,Big Five,PDuns,NULL,1,1,2,4,NULL,134166100.0000
1992,Defense,Navy,B,Big Five,PID,NULL,1,1,6,6,4,4909322218.0000
1992,Defense,Navy,J,Large: Big 5 JV,PID,NULL,1,1,2,2,NULL,40912238.0000
1992,Defense,Navy,L,Large Vendor,PDuns,NULL,1,1,22,98,NULL,291589383.0000
1992,Defense,Navy,L,Large Vendor,PID,NULL,1,1,87,87,8,18232387153.0000
1992,Defense,Navy,M,Medium Vendor,PDuns,NULL,0,0,8,8,1,-279183.0000
1992,Defense,Navy,M,Medium Vendor,PDuns,NULL,0,1,10,10,NULL,104483.0000
1992,Defense,Navy,M,Medium Vendor,PDuns,NULL,1,1,1455,1969,3,2442428938.0000
1992,Defense,Navy,M,Medium Vendor,PID,NULL,1,1,118,118,2,2380288285.0000
1992,Defense,Navy,N,Sometimes Small Vendor,PDuns,NULL,1,1,1038,2241,NULL,3626990469.0000
1992,Defense,Navy,N,Sometimes Small Vendor,PID,NULL,1,1,114,114,1,2572649280.0000
1992,Defense,Navy,S,Always Small Vendor,PDuns,NULL,0,0,30,29,1,-3087364.0000
1992,Defense,Navy,S,Always Small Vendor,PDuns,NULL,0,1,24,24,NULL,260351.0000
1992,Defense,Navy,S,Always Small Vendor,PDuns,NULL,1,1,1832,10059,8,5920147400.0000
1992,Defense,Navy,S,Always Small Vendor,PID,NULL,1,1,59,59,NULL,96372862.0000
1992,Defense,Other DoD,B,Big Five,PID,NULL,1,1,5,5,NULL,72497638.0000
1992,Defense,Other DoD,L,Large Vendor,PDuns,NULL,1,1,9,16,NULL,46153844.0000
1992,Defense,Other DoD,L,Large Vendor,PID,NULL,1,1,56,56,NULL,1861599938.0000
1992,Defense,Other DoD,M,Medium Vendor,PDuns,NULL,1,1,267,310,NULL,511683305.0000
1992,Defense,Other DoD,M,Medium Vendor,PID,NULL,1,1,51,51,NULL,955566922.0000
1992,Defense,Other DoD,N,Sometimes Small Vendor,PDuns,NULL,1,1,227,378,NULL,937210998.0000
1992,Defense,Other DoD,N,Sometimes Small Vendor,PID,NULL,1,1,43,43,NULL,236793878.0000
1992,Defense,Other DoD,S,Always Small Vendor,PDuns,NULL,0,0,2,2,NULL,-59160.0000
1992,Defense,Other DoD,S,Always Small Vendor,PDuns,NULL,0,1,1,1,NULL,26105.0000
1992,Defense,Other DoD,S,Always Small Vendor,PDuns,NULL,1,1,227,1117,NULL,1475521983.0000
1992,Defense,Other DoD,S,Always Small Vendor,PID,NULL,1,1,17,17,NULL,46935413.0000
1993,Defense,Air Force,B,Big Five,PDuns,NULL,1,1,3,12,NULL,44419738.0000
1993,Defense,Air Force,B,Big Five,PID,NULL,1,1,5,5,NULL,9612924938.0000
1993,Defense,Air Force,J,Large: Big 5 JV,PID,NULL,1,1,1,1,NULL,5655716.0000
1993,Defense,Air Force,L,Large Vendor,PDuns,NULL,1,1,18,142,NULL,415404200.0000
