fiscal_year,Customer,PlatformPortfolio,EntitySizeCode,EntitySizeText,EntityCategory,AnyEntityUSplaceOfPerformance,IsEntityAbove1990constantReportingThreshold,IsEntityAbove2016constantReportingThreshold,EntityCount,AllContractorCount,SumOfNumberOfActions,SumOfObligatedAmount
1988,Defense,Other Services,N,Sometimes Small Vendor,PDuns,NULL,1,1,1,3,NULL,511000
1988,Defense,Other Services,S,Always Small Vendor,PDuns,NULL,1,1,1,1,NULL,506000
1988,Defense,Ships & Submarines,L,Large Vendor,PID,NULL,1,1,1,1,NULL,1255000
1988,Defense,Ships & Submarines,M,Medium Vendor,PDuns,NULL,1,1,2,2,NULL,160000
1988,Defense,Ships & Submarines,M,Medium Vendor,PID,NULL,1,1,1,1,NULL,-263000
1988,Defense,Space Systems,S,Always Small Vendor,PDuns,NULL,1,1,1,1,NULL,222000
1989,Defense,NULL,M,Medium Vendor,PDuns,NULL,0,0,1,1,NULL,NULL
1989,Defense,NULL,M,Medium Vendor,PDuns,NULL,1,1,1,5,NULL,NULL
1989,Defense,NULL,N,Sometimes Small Vendor,PDuns,NULL,1,1,1,1,NULL,NULL
1989,Defense,Aircraft,B,Big Five,PDuns,NULL,1,1,3,3,NULL,391000
1989,Defense,Aircraft,B,Big Five,PID,NULL,1,1,3,3,NULL,3136000
1989,Defense,Aircraft,L,Large Vendor,PDuns,NULL,1,1,1,1,NULL,-2088000
1989,Defense,Aircraft,L,Large Vendor,PID,NULL,1,1,11,11,NULL,45101000
1989,Defense,Aircraft,M,Medium Vendor,PDuns,NULL,0,1,1,1,NULL,44000
1989,Defense,Aircraft,M,Medium Vendor,PDuns,NULL,1,1,11,14,NULL,8563000
1989,Defense,Aircraft,M,Medium Vendor,PID,NULL,1,1,2,2,NULL,5287000
1989,Defense,Aircraft,N,Sometimes Small Vendor,PDuns,NULL,1,1,1,1,NULL,153000
1989,Defense,Aircraft,S,Always Small Vendor,PDuns,NULL,0,0,3,3,NULL,-1022029
1989,Defense,Aircraft,S,Always Small Vendor,PDuns,NULL,1,1,6,6,NULL,16277000
1989,Defense,Aircraft,S,Always Small Vendor,PID,NULL,1,1,1,1,NULL,314000
1989,Defense,"Electronics, Comms, & Sensors",B,Big Five,PDuns,NULL,1,1,1,1,NULL,-268000
1989,Defense,"Electronics, Comms, & Sensors",B,Big Five,PID,NULL,1,1,2,2,NULL,2399000
1989,Defense,"Electronics, Comms, & Sensors",L,Large Vendor,PDuns,NULL,1,1,3,6,NULL,11957000
1989,Defense,"Electronics, Comms, & Sensors",L,Large Vendor,PID,NULL,1,1,22,22,NULL,50792000
1989,Defense,"Electronics, Comms, & Sensors",M,Medium Vendor,PDuns,NULL,0,0,2,2,NULL,-12000
1989,Defense,"Electronics, Comms, & Sensors",M,Medium Vendor,PDuns,NULL,1,1,60,109,NULL,31845000
1989,Defense,"Electronics, Comms, & Sensors",M,Medium Vendor,PID,NULL,1,1,7,7,NULL,20089975
1989,Defense,"Electronics, Comms, & Sensors",N,Sometimes Small Vendor,PDuns,NULL,1,1,8,9,NULL,10850000
1989,Defense,"Electronics, Comms, & Sensors",N,Sometimes Small Vendor,PID,NULL,1,1,1,1,NULL,1097000
1989,Defense,"Electronics, Comms, & Sensors",S,Always Small Vendor,PDuns,NULL,1,1,30,30,NULL,7904000
1989,Defense,"Electronics, Comms, & Sensors",S,Always Small Vendor,PID,NULL,1,1,2,2,NULL,628000
1989,Defense,Facilities and Construction,L,Large Vendor,PID,NULL,1,1,5,5,NULL,9526000
1989,Defense,Facilities and Construction,M,Medium Vendor,PDuns,NULL,0,0,1,1,NULL,-139000
1989,Defense,Facilities and Construction,M,Medium Vendor,PDuns,NULL,1,1,151,678,NULL,289471000
1989,Defense,Facilities and Construction,M,Medium Vendor,PID,NULL,1,1,10,10,NULL,2250000
1989,Defense,Facilities and Construction,N,Sometimes Small Vendor,PDuns,NULL,1,1,10,14,NULL,45899000
1989,Defense,Facilities and Construction,S,Always Small Vendor,PDuns,NULL,0,0,3,3,NULL,-575000
1989,Defense,Facilities and Construction,S,Always Small Vendor,PDuns,NULL,1,1,161,161,NULL,72353000
1989,Defense,Facilities and Construction,S,Always Small Vendor,PID,NULL,1,1,5,5,NULL,847000
1989,Defense,Land Vehicles,B,Big Five,PID,NULL,1,1,1,1,NULL,25000
1989,Defense,Land Vehicles,L,Large Vendor,PDuns,NULL,1,1,1,1,NULL,50000
1989,Defense,Land Vehicles,L,Large Vendor,PID,NULL,1,1,4,4,NULL,58595000
1989,Defense,Land Vehicles,M,Medium Vendor,PDuns,NULL,1,1,5,9,NULL,9504000
1989,Defense,Land Vehicles,N,Sometimes Small Vendor,PDuns,NULL,1,1,2,2,NULL,308000
1989,Defense,Land Vehicles,S,Always Small Vendor,PDuns,NULL,0,0,1,1,NULL,-90000
1989,Defense,Land Vehicles,S,Always Small Vendor,PDuns,NULL,1,1,1,1,NULL,102000
1989,Defense,Missile Defense,L,Large Vendor,PID,NULL,1,1,2,2,NULL,948000
1989,Defense,Ordnance and Missiles,B,Big Five,PID,NULL,1,1,3,3,NULL,53339000
1989,Defense,Ordnance and Missiles,L,Large Vendor,PID,NULL,1,1,12,12,NULL,34184000
1989,Defense,Ordnance and Missiles,M,Medium Vendor,PDuns,NULL,1,1,12,28,NULL,8266000
1989,Defense,Ordnance and Missiles,M,Medium Vendor,PID,NULL,0,0,1,1,NULL,-595000
1989,Defense,Ordnance and Missiles,M,Medium Vendor,PID,NULL,1,1,3,3,NULL,177430000
1989,Defense,Ordnance and Missiles,N,Sometimes Small Vendor,PDuns,NULL,1,1,2,2,NULL,298000
1989,Defense,Ordnance and Missiles,S,Always Small Vendor,PDuns,NULL,1,1,9,10,NULL,10478000
1989,Defense,Other Products,L,Large Vendor,PDuns,NULL,1,1,1,1,NULL,39000
1989,Defense,Other Products,L,Large Vendor,PID,NULL,1,1,3,3,NULL,287000
1989,Defense,Other Products,M,Medium Vendor,PDuns,NULL,0,0,1,1,NULL,-55000
1989,Defense,Other Products,M,Medium Vendor,PDuns,NULL,1,1,27,47,NULL,4687000
1989,Defense,Other Products,M,Medium Vendor,PID,NULL,1,1,1,1,NULL,40000
1989,Defense,Other Products,N,Sometimes Small Vendor,PDuns,NULL,1,1,1,1,NULL,408000
1989,Defense,Other Products,S,Always Small Vendor,PDuns,NULL,1,1,2,2,NULL,71000
1989,Defense,Other R&D and Knowledge Based,B,Big Five,PDuns,NULL,1,1,1,1,NULL,39000
1989,Defense,Other R&D and Knowledge Based,B,Big Five,PID,NULL,1,1,3,3,NULL,2231000
1989,Defense,Other R&D and Knowledge Based,L,Large Vendor,PID,NULL,1,1,12,12,NULL,8324000
1989,Defense,Other R&D and Knowledge Based,M,Medium Vendor,PDuns,NULL,0,0,1,1,NULL,44000
1989,Defense,Other R&D and Knowledge Based,M,Medium Vendor,PDuns,NULL,1,1,35,54,NULL,52676000
1989,Defense,Other R&D and Knowledge Based,M,Medium Vendor,PID,NULL,1,1,12,12,NULL,3962000
1989,Defense,Other R&D and Knowledge Based,N,Sometimes Small Vendor,PDuns,NULL,1,1,2,2,NULL,2103000
1989,Defense,Other R&D and Knowledge Based,S,Always Small Vendor,PDuns,NULL,1,1,20,20,NULL,4596000
1989,Defense,Other R&D and Knowledge Based,S,Always Small Vendor,PID,NULL,1,1,4,4,NULL,1378000
1989,Defense,Other Services,B,Big Five,PDuns,NULL,1,1,1,2,NULL,111947000
1989,Defense,Other Services,B,Big Five,PID,NULL,1,1,1,1,NULL,52000
1989,Defense,Other Services,L,Large Vendor,PID,NULL,1,1,2,2,NULL,210000
1989,Defense,Other Services,M,Medium Vendor,PDuns,NULL,1,1,19,50,NULL,263468000
1989,Defense,Other Services,M,Medium Vendor,PID,NULL,1,1,2,2,NULL,109000
1989,Defense,Other Services,N,Sometimes Small Vendor,PDuns,NULL,1,1,3,3,NULL,381000
1989,Defense,Other Services,S,Always Small Vendor,PDuns,NULL,1,1,13,13,NULL,8923000
1989,Defense,Ships & Submarines,B,Big Five,PID,NULL,1,1,3,3,NULL,18627000
1989,Defense,Ships & Submarines,L,Large Vendor,PDuns,NULL,1,1,1,1,NULL,25000
1989,Defense,Ships & Submarines,L,Large Vendor,PID,NULL,1,1,11,11,NULL,42623000
1989,Defense,Ships & Submarines,M,Medium Vendor,PDuns,NULL,0,0,3,3,NULL,1083000
1989,Defense,Ships & Submarines,M,Medium Vendor,PDuns,NULL,1,1,25,69,NULL,13125000
1989,Defense,Ships & Submarines,M,Medium Vendor,PID,NULL,1,1,8,8,NULL,88598000
1989,Defense,Ships & Submarines,N,Sometimes Small Vendor,PDuns,NULL,1,1,5,6,NULL,3442000
1989,Defense,Ships & Submarines,S,Always Small Vendor,PDuns,NULL,0,0,1,1,NULL,-39000
1989,Defense,Ships & Submarines,S,Always Small Vendor,PDuns,NULL,1,1,34,35,NULL,17214000
1989,Defense,Ships & Submarines,S,Always Small Vendor,PID,NULL,1,1,1,1,NULL,186000
1989,Defense,Space Systems,S,Always Small Vendor,PDuns,NULL,1,1,1,1,NULL,-32000
1990,Defense,NULL,B,Big Five,PID,NULL,1,1,3,3,NULL,NULL
1990,Defense,NULL,L,Large Vendor,PDuns,NULL,1,1,4,1081,NULL,NULL
1990,Defense,NULL,L,Large Vendor,PID,NULL,0,0,1,1,NULL,NULL
1990,Defense,NULL,L,Large Vendor,PID,NULL,1,1,19,19,NULL,NULL
1990,Defense,NULL,M,Medium Vendor,PDuns,NULL,0,0,28,29,NULL,NULL
1990,Defense,NULL,M,Medium Vendor,PDuns,NULL,1,1,74,104,NULL,NULL
1990,Defense,NULL,M,Medium Vendor,PID,NULL,1,1,3,3,NULL,NULL
1990,Defense,NULL,N,Sometimes Small Vendor,PDuns,NULL,0,0,1,1,NULL,NULL
1990,Defense,NULL,N,Sometimes Small Vendor,PDuns,NULL,1,1,60,102,NULL,NULL
1990,Defense,NULL,N,Sometimes Small Vendor,PID,NULL,1,1,11,11,NULL,NULL
1990,Defense,NULL,S,Always Small Vendor,PDuns,NULL,1,1,1,1,NULL,NULL
1990,Defense,Aircraft,NULL,NULL,PID,NULL,NULL,NULL,2,2,NULL,27279000
1990,Defense,Aircraft,B,Big Five,PDuns,NULL,1,1,3,9,NULL,136214000
1990,Defense,Aircraft,B,Big Five,PID,NULL,1,1,5,5,NULL,5740989707
1990,Defense,Aircraft,J,Large: Big 5 JV,PID,NULL,1,1,1,1,NULL,103874000
1990,Defense,Aircraft,L,Large Vendor,PDuns,NULL,1,1,9,1274,NULL,785409000
1990,Defense,Aircraft,L,Large Vendor,PID,NULL,1,1,42,42,NULL,18504937107
1990,Defense,Aircraft,M,Medium Vendor,PDuns,NULL,0,0,7,7,NULL,-543000
1990,Defense,Aircraft,M,Medium Vendor,PDuns,NULL,1,1,293,481,NULL,1036176600
1990,Defense,Aircraft,M,Medium Vendor,PID,NULL,1,1,23,23,NULL,431921000
1990,Defense,Aircraft,N,Sometimes Small Vendor,PDuns,NULL,0,0,8,8,NULL,-1436000
1990,Defense,Aircraft,N,Sometimes Small Vendor,PDuns,NULL,0,1,1,1,NULL,130000
1990,Defense,Aircraft,N,Sometimes Small Vendor,PDuns,NULL,1,1,548,851,NULL,1446801000
1990,Defense,Aircraft,N,Sometimes Small Vendor,PID,NULL,1,1,32,32,NULL,665682734
1990,Defense,Aircraft,S,Always Small Vendor,PDuns,NULL,0,0,13,13,NULL,-957000
1990,Defense,Aircraft,S,Always Small Vendor,PDuns,NULL,0,1,4,4,NULL,514000
1990,Defense,Aircraft,S,Always Small Vendor,PDuns,NULL,1,1,259,268,NULL,123148000
1990,Defense,Aircraft,S,Always Small Vendor,PID,NULL,1,1,5,5,NULL,19163000
1990,Defense,"Electronics, Comms, & Sensors",NULL,NULL,PID,NULL,NULL,NULL,3,3,NULL,1783000
1990,Defense,"Electronics, Comms, & Sensors",B,Big Five,PDuns,NULL,1,1,4,4,NULL,2376000
1990,Defense,"Electronics, Comms, & Sensors",B,Big Five,PID,NULL,0,0,1,1,NULL,-35000
1990,Defense,"Electronics, Comms, & Sensors",B,Big Five,PID,NULL,1,1,5,5,NULL,2156836000
1990,Defense,"Electronics, Comms, & Sensors",L,Large Vendor,PDuns,NULL,1,1,15,2444,NULL,1108154000
1990,Defense,"Electronics, Comms, & Sensors",L,Large Vendor,PID,NULL,1,1,55,55,NULL,9904730781
1990,Defense,"Electronics, Comms, & Sensors",M,Medium Vendor,PDuns,NULL,0,0,9,9,NULL,-1213000
1990,Defense,"Electronics, Comms, & Sensors",M,Medium Vendor,PDuns,NULL,0,1,1,1,NULL,40000
1990,Defense,"Electronics, Comms, & Sensors",M,Medium Vendor,PDuns,NULL,1,1,733,1236,NULL,1679847600
1990,Defense,"Electronics, Comms, & Sensors",M,Medium Vendor,PID,NULL,0,1,1,1,NULL,34000
1990,Defense,"Electronics, Comms, & Sensors",M,Medium Vendor,PID,NULL,1,1,57,57,NULL,708124000
1990,Defense,"Electronics, Comms, & Sensors",N,Sometimes Small Vendor,PDuns,NULL,0,0,6,6,NULL,-10588000
1990,Defense,"Electronics, Comms, & Sensors",N,Sometimes Small Vendor,PDuns,NULL,1,1,879,1908,NULL,3840817000
1990,Defense,"Electronics, Comms, & Sensors",N,Sometimes Small Vendor,PID,NULL,1,1,61,61,NULL,1277981000
1990,Defense,"Electronics, Comms, & Sensors",S,Always Small Vendor,PDuns,NULL,0,0,14,14,NULL,-1429000
1990,Defense,"Electronics, Comms, & Sensors",S,Always Small Vendor,PDuns,NULL,0,1,2,2,NULL,161000
1990,Defense,"Electronics, Comms, & Sensors",S,Always Small Vendor,PDuns,NULL,1,1,683,728,1,548889513
1990,Defense,"Electronics, Comms, & Sensors",S,Always Small Vendor,PID,NULL,0,0,1,1,NULL,0
1990,Defense,"Electronics, Comms, & Sensors",S,Always Small Vendor,PID,NULL,1,1,25,25,NULL,35016000
1990,Defense,Facilities and Construction,NULL,NULL,PID,NULL,NULL,NULL,1,1,NULL,-39000
1990,Defense,Facilities and Construction,B,Big Five,PDuns,NULL,1,1,2,8,NULL,95726000
1990,Defense,Facilities and Construction,B,Big Five,PID,NULL,1,1,5,5,NULL,30859000
1990,Defense,Facilities and Construction,L,Large Vendor,PDuns,NULL,1,1,18,8979,NULL,4362253236
1990,Defense,Facilities and Construction,L,Large Vendor,PID,NULL,1,1,64,64,NULL,930983000
1990,Defense,Facilities and Construction,M,Medium Vendor,PDuns,NULL,0,0,27,27,NULL,-14649000
1990,Defense,Facilities and Construction,M,Medium Vendor,PDuns,NULL,0,1,1,1,NULL,-1237000
1990,Defense,Facilities and Construction,M,Medium Vendor,PDuns,NULL,1,1,1586,2172,NULL,2539906147
1990,Defense,Facilities and Construction,M,Medium Vendor,PID,NULL,1,1,80,80,NULL,683985000
1990,Defense,Facilities and Construction,N,Sometimes Small Vendor,PDuns,NULL,0,0,5,5,NULL,-1242000
1990,Defense,Facilities and Construction,N,Sometimes Small Vendor,PDuns,NULL,1,1,934,1674,NULL,1949270708
1990,Defense,Facilities and Construction,N,Sometimes Small Vendor,PID,NULL,1,1,57,57,NULL,168938000
1990,Defense,Facilities and Construction,S,Always Small Vendor,PDuns,NULL,0,0,48,48,NULL,-8541000
1990,Defense,Facilities and Construction,S,Always Small Vendor,PDuns,NULL,0,1,5,5,NULL,-15000
1990,Defense,Facilities and Construction,S,Always Small Vendor,PDuns,NULL,1,1,1829,1919,NULL,1476000214
1990,Defense,Facilities and Construction,S,Always Small Vendor,PID,NULL,1,1,24,24,NULL,41269000
1990,Defense,Land Vehicles,B,Big Five,PDuns,NULL,1,1,1,1,NULL,-108000
1990,Defense,Land Vehicles,B,Big Five,PID,NULL,1,1,4,4,NULL,886441000
1990,Defense,Land Vehicles,L,Large Vendor,PDuns,NULL,1,1,5,663,NULL,410992000
1990,Defense,Land Vehicles,L,Large Vendor,PID,NULL,1,1,29,29,NULL,1714582000
1990,Defense,Land Vehicles,M,Medium Vendor,PDuns,NULL,0,0,7,7,NULL,-774000
1990,Defense,Land Vehicles,M,Medium Vendor,PDuns,NULL,0,1,1,1,NULL,-100000
1990,Defense,Land Vehicles,M,Medium Vendor,PDuns,NULL,1,1,241,313,NULL,403074000
1990,Defense,Land Vehicles,M,Medium Vendor,PID,NULL,1,1,14,14,NULL,318802000
1990,Defense,Land Vehicles,N,Sometimes Small Vendor,PDuns,NULL,0,0,4,4,NULL,-373000
1990,Defense,Land Vehicles,N,Sometimes Small Vendor,PDuns,NULL,1,1,271,356,NULL,303061000
1990,Defense,Land Vehicles,N,Sometimes Small Vendor,PID,NULL,1,1,16,16,NULL,102299000
1990,Defense,Land Vehicles,S,Always Small Vendor,PDuns,NULL,0,0,11,11,NULL,-2983000
1990,Defense,Land Vehicles,S,Always Small Vendor,PDuns,NULL,1,1,116,117,NULL,61301000
1990,Defense,Land Vehicles,S,Always Small Vendor,PID,NULL,1,1,2,2,NULL,1560000
1990,Defense,Missile Defense,B,Big Five,PID,NULL,1,1,4,4,NULL,411942000
1990,Defense,Missile Defense,L,Large Vendor,PDuns,NULL,1,1,2,14,NULL,7305000
1990,Defense,Missile Defense,L,Large Vendor,PID,NULL,1,1,10,10,NULL,729732000
1990,Defense,Missile Defense,M,Medium Vendor,PDuns,NULL,1,1,6,6,NULL,11529000
1990,Defense,Missile Defense,M,Medium Vendor,PID,NULL,1,1,4,4,NULL,28499000
1990,Defense,Missile Defense,N,Sometimes Small Vendor,PDuns,NULL,1,1,28,29,NULL,27481000
1990,Defense,Missile Defense,N,Sometimes Small Vendor,PID,NULL,1,1,2,2,NULL,16563000
1990,Defense,Missile Defense,S,Always Small Vendor,PDuns,NULL,0,0,1,1,NULL,-2143000
1990,Defense,Missile Defense,S,Always Small Vendor,PDuns,NULL,1,1,7,7,NULL,271000
1990,Defense,Ordnance and Missiles,B,Big Five,PDuns,NULL,1,1,1,3,NULL,9537000
1990,Defense,Ordnance and Missiles,B,Big Five,PID,NULL,1,1,5,5,NULL,4190908000
1990,Defense,Ordnance and Missiles,L,Large Vendor,PDuns,NULL,1,1,10,641,NULL,481716000
1990,Defense,Ordnance and Missiles,L,Large Vendor,PID,NULL,1,1,38,38,NULL,5525499000
1990,Defense,Ordnance and Missiles,M,Medium Vendor,PDuns,NULL,0,0,4,4,NULL,-759000
1990,Defense,Ordnance and Missiles,M,Medium Vendor,PDuns,NULL,1,1,192,247,NULL,408162000
1990,Defense,Ordnance and Missiles,M,Medium Vendor,PID,NULL,1,1,29,29,NULL,662438000
1990,Defense,Ordnance and Missiles,N,Sometimes Small Vendor,PDuns,NULL,0,1,1,1,NULL,-1073000
1990,Defense,Ordnance and Missiles,N,Sometimes Small Vendor,PDuns,NULL,1,1,321,423,NULL,788673000
1990,Defense,Ordnance and Missiles,N,Sometimes Small Vendor,PID,NULL,1,1,29,29,NULL,1335056000
1990,Defense,Ordnance and Missiles,S,Always Small Vendor,PDuns,NULL,0,0,6,6,NULL,-1298000
1990,Defense,Ordnance and Missiles,S,Always Small Vendor,PDuns,NULL,0,1,1,1,NULL,90000
1990,Defense,Ordnance and Missiles,S,Always Small Vendor,PDuns,NULL,1,1,140,144,NULL,104763000
1990,Defense,Ordnance and Missiles,S,Always Small Vendor,PID,NULL,1,1,8,8,NULL,9040000
1990,Defense,Other Products,NULL,NULL,PID,NULL,NULL,NULL,1,1,NULL,5875000
1990,Defense,Other Products,B,Big Five,PDuns,NULL,1,1,2,2,NULL,415000
1990,Defense,Other Products,B,Big Five,PID,NULL,1,1,5,5,NULL,14153000
1990,Defense,Other Products,L,Large Vendor,PDuns,NULL,1,1,13,1991,NULL,3297390000
1990,Defense,Other Products,L,Large Vendor,PID,NULL,1,1,48,48,NULL,2137883000
1990,Defense,Other Products,M,Medium Vendor,PDuns,NULL,0,0,18,18,NULL,-12526000
1990,Defense,Other Products,M,Medium Vendor,PDuns,NULL,0,1,1,1,NULL,50000
1990,Defense,Other Products,M,Medium Vendor,PDuns,NULL,1,1,1100,1548,NULL,2434699000
1990,Defense,Other Products,M,Medium Vendor,PID,NULL,1,1,40,40,NULL,1275221000
1990,Defense,Other Products,N,Sometimes Small Vendor,PDuns,NULL,0,0,1,1,NULL,-2181000
1990,Defense,Other Products,N,Sometimes Small Vendor,PDuns,NULL,1,1,529,835,NULL,1004999000
1990,Defense,Other Products,N,Sometimes Small Vendor,PID,NULL,1,1,34,34,NULL,445574000
1990,Defense,Other Products,S,Always Small Vendor,PDuns,NULL,0,0,6,6,NULL,-2489000
1990,Defense,Other Products,S,Always Small Vendor,PDuns,NULL,1,1,363,373,NULL,197243000
1990,Defense,Other Products,S,Always Small Vendor,PID,NULL,1,1,6,6,NULL,97225000
1990,Defense,Other R&D and Knowledge Based,B,Big Five,PDuns,NULL,1,1,2,4,NULL,28114000
1990,Defense,Other R&D and Knowledge Based,B,Big Five,PID,NULL,1,1,5,5,NULL,229165000
1990,Defense,Other R&D and Knowledge Based,L,Large Vendor,PDuns,NULL,1,1,11,1522,NULL,669662000
1990,Defense,Other R&D and Knowledge Based,L,Large Vendor,PID,NULL,1,1,50,50,NULL,953405000
1990,Defense,Other R&D and Knowledge Based,M,Medium Vendor,PDuns,NULL,0,0,1,1,NULL,-65000
1990,Defense,Other R&D and Knowledge Based,M,Medium Vendor,PDuns,NULL,1,1,527,816,2,1048759617
1990,Defense,Other R&D and Knowledge Based,M,Medium Vendor,PID,NULL,1,1,52,52,NULL,2385089000
1990,Defense,Other R&D and Knowledge Based,N,Sometimes Small Vendor,PDuns,NULL,1,1,369,574,NULL,1627738000
1990,Defense,Other R&D and Knowledge Based,N,Sometimes Small Vendor,PID,NULL,1,1,42,42,NULL,325808000
1990,Defense,Other R&D and Knowledge Based,S,Always Small Vendor,PDuns,NULL,0,0,2,2,NULL,-77000
1990,Defense,Other R&D and Knowledge Based,S,Always Small Vendor,PDuns,NULL,1,1,479,503,NULL,460183764
1990,Defense,Other R&D and Knowledge Based,S,Always Small Vendor,PID,NULL,1,1,28,28,NULL,82538000
1990,Defense,Other Services,B,Big Five,PDuns,NULL,1,1,1,1,NULL,75000
1990,Defense,Other Services,B,Big Five,PID,NULL,1,1,4,4,NULL,11553000
1990,Defense,Other Services,L,Large Vendor,PDuns,NULL,1,1,6,862,NULL,680827000
1990,Defense,Other Services,L,Large Vendor,PID,NULL,1,1,34,34,NULL,788128000
1990,Defense,Other Services,M,Medium Vendor,PDuns,NULL,0,0,7,8,NULL,16758000
1990,Defense,Other Services,M,Medium Vendor,PDuns,NULL,0,1,1,1,NULL,11000
1990,Defense,Other Services,M,Medium Vendor,PDuns,NULL,1,1,213,269,NULL,927091000
1990,Defense,Other Services,M,Medium Vendor,PID,NULL,0,0,1,1,NULL,-1137000
1990,Defense,Other Services,M,Medium Vendor,PID,NULL,1,1,29,29,NULL,1141375000
1990,Defense,Other Services,N,Sometimes Small Vendor,PDuns,NULL,0,0,1,1,NULL,-925000
1990,Defense,Other Services,N,Sometimes Small Vendor,PDuns,NULL,1,1,204,257,NULL,526157000
1990,Defense,Other Services,N,Sometimes Small Vendor,PID,NULL,1,1,22,22,NULL,154945000
1990,Defense,Other Services,S,Always Small Vendor,PDuns,NULL,0,0,3,3,NULL,-1938000
1990,Defense,Other Services,S,Always Small Vendor,PDuns,NULL,1,1,184,189,NULL,138867184
1990,Defense,Other Services,S,Always Small Vendor,PID,NULL,1,1,5,5,NULL,3403000
1990,Defense,Ships & Submarines,B,Big Five,PID,NULL,1,1,5,5,NULL,1390771000
1990,Defense,Ships & Submarines,L,Large Vendor,PDuns,NULL,1,1,7,745,NULL,312766000
1990,Defense,Ships & Submarines,L,Large Vendor,PID,NULL,1,1,35,35,NULL,3547952000
1990,Defense,Ships & Submarines,M,Medium Vendor,PDuns,NULL,0,0,3,3,NULL,4228000
1990,Defense,Ships & Submarines,M,Medium Vendor,PDuns,NULL,1,1,166,220,NULL,183299000
1990,Defense,Ships & Submarines,M,Medium Vendor,PID,NULL,1,1,27,27,NULL,3538330493
1990,Defense,Ships & Submarines,N,Sometimes Small Vendor,PDuns,NULL,0,0,1,1,NULL,-70000
1990,Defense,Ships & Submarines,N,Sometimes Small Vendor,PDuns,NULL,1,1,361,489,NULL,733944000
1990,Defense,Ships & Submarines,N,Sometimes Small Vendor,PID,NULL,1,1,27,27,NULL,57184000
1990,Defense,Ships & Submarines,S,Always Small Vendor,PDuns,NULL,0,0,7,7,NULL,-967000
1990,Defense,Ships & Submarines,S,Always Small Vendor,PDuns,NULL,0,1,1,1,NULL,191000
1990,Defense,Ships & Submarines,S,Always Small Vendor,PDuns,NULL,1,1,291,303,NULL,356203000
1990,Defense,Ships & Submarines,S,Always Small Vendor,PID,NULL,1,1,7,7,NULL,561938000
1990,Defense,Space Systems,B,Big Five,PDuns,NULL,1,1,1,1,NULL,150000
1990,Defense,Space Systems,B,Big Five,PID,NULL,1,1,4,4,NULL,805450000
1990,Defense,Space Systems,L,Large Vendor,PDuns,NULL,1,1,3,89,NULL,74002000
1990,Defense,Space Systems,L,Large Vendor,PID,NULL,1,1,27,27,NULL,3149615000
1990,Defense,Space Systems,M,Medium Vendor,PDuns,NULL,1,1,17,19,NULL,25798000
