fiscal_year	Customer	PlatformPortfolio	EntitySizeCode	EntitySizeText	EntityCategory	AnyEntityUSplaceOfPerformance	IsEntityAbove1990constantReportingThreshold	IsEntityAbove2016constantReportingThreshold	EntityCount	AllContractorCount	SumOfNumberOfActions	SumOfObligatedAmount
1990	Defense	Electronics, Comms, & Sensors	N	Sometimes Small Vendor	PDuns	NULL	1	1	886	4360	NULL	4919905000.0000
1990	Defense	Electronics, Comms, & Sensors	N	Sometimes Small Vendor	PID	NULL	1	1	61	61	NULL	1277981000.0000
1990	Defense	Electronics, Comms, & Sensors	S	Always Small Vendor	PDuns	NULL	0	0	14	14	NULL	-1429000.0000
1990	Defense	Electronics, Comms, & Sensors	S	Always Small Vendor	PDuns	NULL	0	1	2	2	NULL	161000.0000
1990	Defense	Electronics, Comms, & Sensors	S	Always Small Vendor	PDuns	NULL	1	1	682	727	1	548746513.0000
1990	Defense	Electronics, Comms, & Sensors	S	Always Small Vendor	PID	NULL	0	0	1	1	NULL	0.0000
1990	Defense	Electronics, Comms, & Sensors	S	Always Small Vendor	PID	NULL	1	1	25	25	NULL	35016000.0000
1990	Defense	Facilities and Construction	NULL	NULL	PID	NULL	NULL	NULL	5	5	NULL	4390000.0000
1990	Defense	Facilities and Construction	B	Big Five	PID	NULL	1	1	5	5	NULL	30859000.0000
1990	Defense	Facilities and Construction	L	Large Vendor	PID	NULL	1	1	65	65	NULL	931536000.0000
1990	Defense	Facilities and Construction	M	Medium Vendor	PDuns	NULL	0	0	27	27	NULL	-14649000.0000
1990	Defense	Facilities and Construction	M	Medium Vendor	PDuns	NULL	0	1	1	1	NULL	-1237000.0000
1990	Defense	Facilities and Construction	M	Medium Vendor	PDuns	NULL	1	1	1588	2165	NULL	2628099147.0000
1990	Defense	Facilities and Construction	M	Medium Vendor	PID	NULL	1	1	79	79	NULL	683845000.0000
1990	Defense	Facilities and Construction	N	Sometimes Small Vendor	PDuns	NULL	0	0	5	5	NULL	-1242000.0000
1990	Defense	Facilities and Construction	N	Sometimes Small Vendor	PDuns	NULL	1	1	947	10653	NULL	6311816944.0000
1990	Defense	Facilities and Construction	N	Sometimes Small Vendor	PID	NULL	1	1	57	57	NULL	168938000.0000
1990	Defense	Facilities and Construction	S	Always Small Vendor	PDuns	NULL	0	0	45	45	NULL	-8600000.0000
1990	Defense	Facilities and Construction	S	Always Small Vendor	PDuns	NULL	0	1	8	8	NULL	44000.0000
1990	Defense	Facilities and Construction	S	Always Small Vendor	PDuns	NULL	1	1	1832	1923	NULL	1478398214.0000
1990	Defense	Facilities and Construction	S	Always Small Vendor	PID	NULL	1	1	24	24	NULL	41269000.0000
1990	Defense	Land Vehicles	B	Big Five	PID	NULL	1	1	4	4	NULL	886441000.0000
1990	Defense	Land Vehicles	L	Large Vendor	PID	NULL	1	1	29	29	NULL	1714582000.0000
1990	Defense	Land Vehicles	M	Medium Vendor	PDuns	NULL	0	0	6	6	NULL	-821000.0000
1990	Defense	Land Vehicles	M	Medium Vendor	PDuns	NULL	0	1	2	2	NULL	-53000.0000
1990	Defense	Land Vehicles	M	Medium Vendor	PDuns	NULL	1	1	240	303	NULL	407315000.0000
1990	Defense	Land Vehicles	M	Medium Vendor	PID	NULL	1	1	14	14	NULL	318802000.0000
1990	Defense	Land Vehicles	N	Sometimes Small Vendor	PDuns	NULL	0	0	4	4	NULL	-373000.0000
1990	Defense	Land Vehicles	N	Sometimes Small Vendor	PDuns	NULL	1	1	278	1029	NULL	709704000.0000
1990	Defense	Land Vehicles	N	Sometimes Small Vendor	PID	NULL	1	1	16	16	NULL	102299000.0000
1990	Defense	Land Vehicles	S	Always Small Vendor	PDuns	NULL	0	0	11	11	NULL	-2983000.0000
1990	Defense	Land Vehicles	S	Always Small Vendor	PDuns	NULL	1	1	116	117	NULL	61301000.0000
1990	Defense	Land Vehicles	S	Always Small Vendor	PID	NULL	1	1	2	2	NULL	1560000.0000
1990	Defense	Missile Defense	B	Big Five	PID	NULL	1	1	4	4	NULL	411942000.0000
1990	Defense	Missile Defense	L	Large Vendor	PID	NULL	1	1	10	10	NULL	729732000.0000
1990	Defense	Missile Defense	M	Medium Vendor	PDuns	NULL	1	1	8	8	NULL	15199000.0000
1990	Defense	Missile Defense	M	Medium Vendor	PID	NULL	1	1	4	4	NULL	28499000.0000
1990	Defense	Missile Defense	N	Sometimes Small Vendor	PDuns	NULL	1	1	28	41	NULL	31116000.0000
1990	Defense	Missile Defense	N	Sometimes Small Vendor	PID	NULL	1	1	2	2	NULL	16563000.0000
1990	Defense	Missile Defense	S	Always Small Vendor	PDuns	NULL	0	0	1	1	NULL	-2143000.0000
1990	Defense	Missile Defense	S	Always Small Vendor	PDuns	NULL	1	1	7	7	NULL	271000.0000
1990	Defense	Ordnance and Missiles	NULL	NULL	PID	NULL	NULL	NULL	1	1	NULL	125000.0000
1990	Defense	Ordnance and Missiles	B	Big Five	PID	NULL	1	1	5	5	NULL	4190908000.0000
1990	Defense	Ordnance and Missiles	L	Large Vendor	PID	NULL	1	1	39	39	NULL	5527499000.0000
1990	Defense	Ordnance and Missiles	M	Medium Vendor	PDuns	NULL	0	0	4	4	NULL	-759000.0000
1990	Defense	Ordnance and Missiles	M	Medium Vendor	PDuns	NULL	1	1	195	250	NULL	452392000.0000
1990	Defense	Ordnance and Missiles	M	Medium Vendor	PID	NULL	1	1	28	28	NULL	660438000.0000
1990	Defense	Ordnance and Missiles	N	Sometimes Small Vendor	PDuns	NULL	0	1	1	1	NULL	-1073000.0000
1990	Defense	Ordnance and Missiles	N	Sometimes Small Vendor	PDuns	NULL	1	1	329	1063	NULL	1235571000.0000
1990	Defense	Ordnance and Missiles	N	Sometimes Small Vendor	PID	NULL	1	1	29	29	NULL	1335056000.0000
1990	Defense	Ordnance and Missiles	S	Always Small Vendor	PDuns	NULL	0	0	5	5	NULL	-1347000.0000
1990	Defense	Ordnance and Missiles	S	Always Small Vendor	PDuns	NULL	0	1	2	2	NULL	139000.0000
1990	Defense	Ordnance and Missiles	S	Always Small Vendor	PDuns	NULL	1	1	140	144	NULL	104763000.0000
1990	Defense	Ordnance and Missiles	S	Always Small Vendor	PID	NULL	1	1	8	8	NULL	9040000.0000
1990	Defense	Other Products	NULL	NULL	PID	NULL	NULL	NULL	3	3	NULL	16750000.0000
1990	Defense	Other Products	B	Big Five	PID	NULL	1	1	5	5	NULL	14153000.0000
1990	Defense	Other Products	L	Large Vendor	PID	NULL	1	1	48	48	NULL	2137883000.0000
1990	Defense	Other Products	M	Medium Vendor	PDuns	NULL	0	0	18	18	NULL	-12526000.0000
1990	Defense	Other Products	M	Medium Vendor	PDuns	NULL	0	1	1	1	NULL	50000.0000
1990	Defense	Other Products	M	Medium Vendor	PDuns	NULL	1	1	1107	1559	NULL	2495844000.0000
1990	Defense	Other Products	M	Medium Vendor	PID	NULL	1	1	40	40	NULL	1275221000.0000
1990	Defense	Other Products	N	Sometimes Small Vendor	PDuns	NULL	0	0	1	1	NULL	-2181000.0000
1990	Defense	Other Products	N	Sometimes Small Vendor	PDuns	NULL	1	1	536	2815	NULL	4230784000.0000
1990	Defense	Other Products	N	Sometimes Small Vendor	PID	NULL	1	1	34	34	NULL	445574000.0000
1990	Defense	Other Products	S	Always Small Vendor	PDuns	NULL	0	0	5	5	NULL	-2567000.0000
1990	Defense	Other Products	S	Always Small Vendor	PDuns	NULL	0	1	1	1	NULL	78000.0000
1990	Defense	Other Products	S	Always Small Vendor	PDuns	NULL	1	1	363	373	NULL	197243000.0000
1990	Defense	Other Products	S	Always Small Vendor	PID	NULL	1	1	6	6	NULL	97225000.0000
1990	Defense	Other R&D and Knowledge Based	NULL	NULL	PID	NULL	NULL	NULL	5	5	NULL	11157000.0000
1990	Defense	Other R&D and Knowledge Based	B	Big Five	PID	NULL	1	1	5	5	NULL	229165000.0000
1990	Defense	Other R&D and Knowledge Based	L	Large Vendor	PID	NULL	1	1	50	50	NULL	953405000.0000
1990	Defense	Other R&D and Knowledge Based	M	Medium Vendor	PDuns	NULL	0	0	1	1	NULL	-65000.0000
1990	Defense	Other R&D and Knowledge Based	M	Medium Vendor	PDuns	NULL	1	1	530	816	2	1076444617.0000
1990	Defense	Other R&D and Knowledge Based	M	Medium Vendor	PID	NULL	1	1	52	52	NULL	2385089000.0000
1990	Defense	Other R&D and Knowledge Based	N	Sometimes Small Vendor	PDuns	NULL	1	1	377	2096	NULL	2286418000.0000
1990	Defense	Other R&D and Knowledge Based	N	Sometimes Small Vendor	PID	NULL	1	1	42	42	NULL	325808000.0000
1990	Defense	Other R&D and Knowledge Based	S	Always Small Vendor	PDuns	NULL	0	0	2	2	NULL	-77000.0000
1990	Defense	Other R&D and Knowledge Based	S	Always Small Vendor	PDuns	NULL	1	1	478	501	NULL	460437764.0000
1990	Defense	Other R&D and Knowledge Based	S	Always Small Vendor	PID	NULL	1	1	28	28	NULL	82538000.0000
1990	Defense	Other Services	NULL	NULL	PID	NULL	NULL	NULL	1	1	NULL	2572000.0000
1990	Defense	Other Services	B	Big Five	PID	NULL	1	1	4	4	NULL	11553000.0000
1990	Defense	Other Services	L	Large Vendor	PID	NULL	1	1	34	34	NULL	788128000.0000
1990	Defense	Other Services	M	Medium Vendor	PDuns	NULL	0	0	6	7	NULL	-1608000.0000
1990	Defense	Other Services	M	Medium Vendor	PDuns	NULL	0	1	1	1	NULL	11000.0000
1990	Defense	Other Services	M	Medium Vendor	PDuns	NULL	1	1	214	270	NULL	929728000.0000
1990	Defense	Other Services	M	Medium Vendor	PID	NULL	0	0	1	1	NULL	-1137000.0000
1990	Defense	Other Services	M	Medium Vendor	PID	NULL	1	1	29	29	NULL	1141375000.0000
1990	Defense	Other Services	N	Sometimes Small Vendor	PDuns	NULL	0	0	1	1	NULL	-925000.0000
1990	Defense	Other Services	N	Sometimes Small Vendor	PDuns	NULL	1	1	209	1118	NULL	1201850000.0000
1990	Defense	Other Services	N	Sometimes Small Vendor	PID	NULL	1	1	22	22	NULL	154945000.0000
1990	Defense	Other Services	S	Always Small Vendor	PDuns	NULL	0	0	3	3	NULL	-1938000.0000
1990	Defense	Other Services	S	Always Small Vendor	PDuns	NULL	1	1	185	190	NULL	157233184.0000
1990	Defense	Other Services	S	Always Small Vendor	PID	NULL	1	1	5	5	NULL	3403000.0000
1990	Defense	Ships & Submarines	NULL	NULL	PID	NULL	NULL	NULL	1	1	NULL	4070000.0000
1990	Defense	Ships & Submarines	B	Big Five	PID	NULL	1	1	5	5	NULL	1390771000.0000
1990	Defense	Ships & Submarines	L	Large Vendor	PID	NULL	1	1	36	36	NULL	3548463000.0000
1990	Defense	Ships & Submarines	M	Medium Vendor	PDuns	NULL	0	0	3	3	NULL	4228000.0000
1990	Defense	Ships & Submarines	M	Medium Vendor	PDuns	NULL	1	1	165	221	NULL	187787000.0000
1990	Defense	Ships & Submarines	M	Medium Vendor	PID	NULL	1	1	26	26	NULL	3537819493.0000
1990	Defense	Ships & Submarines	N	Sometimes Small Vendor	PDuns	NULL	0	0	1	1	NULL	-70000.0000
1990	Defense	Ships & Submarines	N	Sometimes Small Vendor	PDuns	NULL	1	1	368	1232	NULL	1038152000.0000
1990	Defense	Ships & Submarines	N	Sometimes Small Vendor	PID	NULL	1	1	27	27	NULL	57184000.0000
1990	Defense	Ships & Submarines	S	Always Small Vendor	PDuns	NULL	0	0	7	7	NULL	-967000.0000
1990	Defense	Ships & Submarines	S	Always Small Vendor	PDuns	NULL	0	1	1	1	NULL	191000.0000
1990	Defense	Ships & Submarines	S	Always Small Vendor	PDuns	NULL	1	1	291	303	NULL	356203000.0000
1990	Defense	Ships & Submarines	S	Always Small Vendor	PID	NULL	1	1	7	7	NULL	561938000.0000
1990	Defense	Space Systems	B	Big Five	PID	NULL	1	1	4	4	NULL	805450000.0000
1990	Defense	Space Systems	L	Large Vendor	PID	NULL	1	1	27	27	NULL	3149615000.0000
1990	Defense	Space Systems	M	Medium Vendor	PDuns	NULL	1	1	19	21	NULL	26949000.0000
1990	Defense	Space Systems	M	Medium Vendor	PID	NULL	1	1	15	15	NULL	561146000.0000
1990	Defense	Space Systems	N	Sometimes Small Vendor	PDuns	NULL	1	1	85	187	NULL	252828000.0000
1990	Defense	Space Systems	N	Sometimes Small Vendor	PID	NULL	1	1	15	15	NULL	283609000.0000
1990	Defense	Space Systems	S	Always Small Vendor	PDuns	NULL	1	1	49	49	NULL	26775000.0000
1990	Defense	Space Systems	S	Always Small Vendor	PID	NULL	1	1	2	2	NULL	2946000.0000
1991	Defense	Aircraft	NULL	NULL	PID	NULL	NULL	NULL	3	3	NULL	78220940.0000
1991	Defense	Aircraft	B	Big Five	PID	NULL	1	1	5	5	NULL	7752969028.0000
1991	Defense	Aircraft	J	Large: Big 5 JV	PID	NULL	1	1	2	2	NULL	337699000.0000
1991	Defense	Aircraft	L	Large Vendor	PID	NULL	1	1	44	44	2	16204521760.0000
1991	Defense	Aircraft	M	Medium Vendor	PDuns	NULL	0	0	2	2	NULL	-71000.0000
