fiscal_year	Customer	SubCustomer	EntitySizeCode	EntitySizeText	EntityCategory	AnyEntityUSplaceOfPerformance	AnyEntityForeignPlaceOfPerformance	IsEntityAbove2016constantOneMillionThreshold	IsEntityAbove1990constantReportingThreshold	IsEntityAbove2016constantReportingThreshold	EntityCount	AllContractorCount	SumOfNumberOfActions	SumOfObligatedAmount
1989	Defense	Other DoD	B	Big Five	PID	NULL	NULL	1	1	1	1	1	NULL	1340000.0000
1989	Defense	Other DoD	L	Large Vendor	PID	NULL	NULL	1	1	1	9	9	NULL	16139000.0000
1989	Defense	Other DoD	M	Medium Vendor	PDuns	NULL	NULL	0	1	1	7	7	NULL	1071000.0000
1989	Defense	Other DoD	M	Medium Vendor	PID	NULL	NULL	0	1	1	1	1	NULL	141000.0000
1989	Defense	Other DoD	S	Always Small Vendor	PDuns	NULL	NULL	0	1	1	7	7	NULL	928000.0000
1989	Defense	Other DoD	S	Always Small Vendor	PDuns	NULL	NULL	1	1	1	10	29	NULL	15069000.0000
1990	Defense	Air Force	NULL	NULL	PID	NULL	NULL	NULL	NULL	NULL	4	4	NULL	9303000.0000
1990	Defense	Air Force	M	Medium Vendor	PDuns	NULL	NULL	0	0	0	27	28	NULL	-2438000.0000
1990	Defense	Air Force	M	Medium Vendor	PDuns	NULL	NULL	0	0	1	1	1	NULL	-1237000.0000
1990	Defense	Air Force	M	Medium Vendor	PDuns	NULL	NULL	0	1	1	570	618	NULL	76792000.0000
1990	Defense	Air Force	M	Medium Vendor	PID	NULL	NULL	0	0	0	1	1	NULL	-1137000.0000
1990	Defense	Air Force	M	Medium Vendor	PID	NULL	NULL	0	1	1	13	13	NULL	2707000.0000
1990	Defense	Air Force	N	Sometimes Small Vendor	PDuns	NULL	NULL	0	0	0	4	4	NULL	-1041000.0000
1990	Defense	Air Force	N	Sometimes Small Vendor	PDuns	NULL	NULL	0	1	1	373	432	NULL	84388000.0000
1990	Defense	Air Force	N	Sometimes Small Vendor	PDuns	NULL	NULL	1	1	1	682	6295	NULL	7078151000.0000
1990	Defense	Air Force	N	Sometimes Small Vendor	PID	NULL	NULL	0	1	1	6	6	NULL	1370000.0000
1990	Defense	Air Force	N	Sometimes Small Vendor	PID	NULL	NULL	1	1	1	67	67	NULL	1527115000.0000
1990	Defense	Air Force	S	Always Small Vendor	PDuns	NULL	NULL	0	0	1	1	1	NULL	62000.0000
1990	Defense	Air Force	S	Always Small Vendor	PID	NULL	NULL	0	1	1	8	8	NULL	2554000.0000
1990	Defense	Army	L	Large Vendor	PID	NULL	NULL	0	1	1	7	7	NULL	1061000.0000
1990	Defense	Army	M	Medium Vendor	PDuns	NULL	NULL	0	0	1	3	3	NULL	-3000.0000
1990	Defense	Army	M	Medium Vendor	PID	NULL	NULL	0	1	1	20	20	NULL	4523000.0000
1990	Defense	Army	N	Sometimes Small Vendor	PDuns	NULL	NULL	0	0	0	10	10	NULL	-8866000.0000
1990	Defense	Army	N	Sometimes Small Vendor	PDuns	NULL	NULL	0	1	1	367	422	NULL	44933000.0000
1990	Defense	Army	N	Sometimes Small Vendor	PID	NULL	NULL	1	1	1	68	68	NULL	1421927000.0000
1990	Defense	Army	S	Always Small Vendor	PDuns	NULL	NULL	0	0	1	7	7	NULL	334000.0000
1990	Defense	Army	S	Always Small Vendor	PDuns	NULL	NULL	1	1	1	435	454	NULL	650322000.0000
1990	Defense	Army	S	Always Small Vendor	PID	NULL	NULL	1	1	1	18	18	NULL	24974000.0000
1990	Defense	DLA	L	Large Vendor	PID	NULL	NULL	1	1	1	53	53	NULL	2184080000.0000
1990	Defense	DLA	M	Medium Vendor	PDuns	NULL	NULL	0	0	0	24	24	NULL	-11676000.0000
1990	Defense	DLA	M	Medium Vendor	PDuns	NULL	NULL	1	1	1	380	632	NULL	2178753000.0000
1990	Defense	DLA	M	Medium Vendor	PID	NULL	NULL	0	1	1	8	8	NULL	32158000.0000
1990	Defense	DLA	M	Medium Vendor	PID	NULL	NULL	1	1	1	40	40	NULL	1244457000.0000
1990	Defense	DLA	N	Sometimes Small Vendor	PDuns	NULL	NULL	0	0	0	2	2	NULL	-1416000.0000
1990	Defense	DLA	N	Sometimes Small Vendor	PDuns	NULL	NULL	0	1	1	334	375	NULL	106920000.0000
1990	Defense	DLA	N	Sometimes Small Vendor	PDuns	NULL	NULL	1	1	1	362	2778	NULL	2358724000.0000
1990	Defense	DLA	S	Always Small Vendor	PDuns	NULL	NULL	0	0	1	1	1	NULL	87000.0000
1990	Defense	DLA	S	Always Small Vendor	PID	NULL	NULL	0	1	1	1	1	NULL	53000.0000
1990	Defense	Navy	B	Big Five	PID	NULL	NULL	0	0	0	1	1	NULL	-35000.0000
1990	Defense	Navy	M	Medium Vendor	PDuns	NULL	NULL	0	1	1	810	901	2	96735806.0000
1990	Defense	Navy	M	Medium Vendor	PDuns	NULL	NULL	1	1	1	805	1480	NULL	2550058158.0000
1990	Defense	Navy	M	Medium Vendor	PID	NULL	NULL	0	1	1	25	25	NULL	4234000.0000
1990	Defense	Navy	N	Sometimes Small Vendor	PDuns	NULL	NULL	0	0	1	1	1	NULL	-1073000.0000
1990	Defense	Navy	N	Sometimes Small Vendor	PDuns	NULL	NULL	1	1	1	818	8706	NULL	7837965944.0000
1990	Defense	Navy	S	Always Small Vendor	PDuns	NULL	NULL	0	0	1	9	9	NULL	644000.0000
1990	Defense	Navy	S	Always Small Vendor	PID	NULL	NULL	1	1	1	29	29	NULL	645304000.0000
1990	Defense	Other DoD	NULL	NULL	PID	NULL	NULL	NULL	NULL	NULL	2	2	NULL	236000.0000
1990	Defense	Other DoD	M	Medium Vendor	PDuns	NULL	NULL	0	0	0	3	3	NULL	-1099000.0000
1990	Defense	Other DoD	M	Medium Vendor	PDuns	NULL	NULL	0	0	1	1	1	NULL	11000.0000
1990	Defense	Other DoD	M	Medium Vendor	PDuns	NULL	NULL	0	1	1	65	68	NULL	7506000.0000
1990	Defense	Other DoD	M	Medium Vendor	PDuns	NULL	NULL	1	1	1	142	161	NULL	391553000.0000
1990	Defense	Other DoD	S	Always Small Vendor	PDuns	NULL	NULL	1	1	1	87	93	NULL	134566000.0000
1990	Defense	Other DoD	S	Always Small Vendor	PID	NULL	NULL	1	1	1	7	7	NULL	17183000.0000
1991	Defense	Air Force	B	Big Five	PID	NULL	NULL	1	1	1	5	5	NULL	9190484000.0000
1991	Defense	Air Force	L	Large Vendor	PID	NULL	NULL	1	1	1	73	73	NULL	17387845000.0000
1991	Defense	Air Force	M	Medium Vendor	PDuns	NULL	NULL	0	0	0	6	6	NULL	-302000.0000
1991	Defense	Air Force	M	Medium Vendor	PDuns	NULL	NULL	0	1	1	379	405	NULL	40376000.0000
1991	Defense	Air Force	M	Medium Vendor	PDuns	NULL	NULL	1	1	1	673	1043	NULL	2410852000.0000
1991	Defense	Air Force	M	Medium Vendor	PID	NULL	NULL	1	1	1	77	77	NULL	2223360000.0000
1991	Defense	Air Force	N	Sometimes Small Vendor	PDuns	NULL	NULL	0	1	1	197	226	NULL	43225000.0000
1991	Defense	Air Force	N	Sometimes Small Vendor	PDuns	NULL	NULL	1	1	1	666	6486	NULL	8181505000.0000
1991	Defense	Air Force	N	Sometimes Small Vendor	PID	NULL	NULL	0	1	1	3	3	NULL	764000.0000
1991	Defense	Air Force	N	Sometimes Small Vendor	PID	NULL	NULL	1	1	1	78	78	NULL	2819680000.0000
1991	Defense	Air Force	S	Always Small Vendor	PDuns	NULL	NULL	0	0	0	24	24	NULL	-8366000.0000
1991	Defense	Air Force	S	Always Small Vendor	PDuns	NULL	NULL	0	0	1	12	12	NULL	176000.0000
1991	Defense	Air Force	S	Always Small Vendor	PDuns	NULL	NULL	0	1	1	708	725	NULL	100203000.0000
1991	Defense	Air Force	S	Always Small Vendor	PID	NULL	NULL	0	1	1	16	16	NULL	5697000.0000
1991	Defense	Army	NULL	NULL	PID	NULL	NULL	NULL	NULL	NULL	7	7	NULL	30556000.0000
1991	Defense	Army	B	Big Five	PID	NULL	NULL	1	1	1	6	6	NULL	3801571000.0000
1991	Defense	Army	J	Large: Big 5 JV	PID	NULL	NULL	1	1	1	1	1	NULL	256592000.0000
1991	Defense	Army	L	Large Vendor	PID	NULL	NULL	0	1	1	9	9	NULL	1704000.0000
1991	Defense	Army	M	Medium Vendor	PDuns	NULL	NULL	0	0	0	8	8	NULL	-510000.0000
1991	Defense	Army	M	Medium Vendor	PDuns	NULL	NULL	0	0	1	11	11	NULL	386000.0000
1991	Defense	Army	M	Medium Vendor	PDuns	NULL	NULL	0	1	1	639	700	NULL	86564000.0000
1991	Defense	Army	M	Medium Vendor	PID	NULL	NULL	0	1	1	18	18	NULL	2836000.0000
1991	Defense	Army	M	Medium Vendor	PID	NULL	NULL	1	1	1	82	82	NULL	1860609000.0000
1991	Defense	Army	N	Sometimes Small Vendor	PDuns	NULL	NULL	0	0	1	1	2	NULL	-1282000.0000
1991	Defense	Army	N	Sometimes Small Vendor	PID	NULL	NULL	0	1	1	11	11	NULL	2659000.0000
1991	Defense	Army	S	Always Small Vendor	PDuns	NULL	NULL	0	0	0	45	45	NULL	-22176000.0000
1991	Defense	Army	S	Always Small Vendor	PDuns	NULL	NULL	0	1	1	1004	1025	NULL	162248000.0000
1991	Defense	Army	S	Always Small Vendor	PDuns	NULL	NULL	1	1	1	734	781	NULL	1257533000.0000
1991	Defense	Army	S	Always Small Vendor	PID	NULL	NULL	0	1	1	15	15	NULL	1583000.0000
1991	Defense	Army	S	Always Small Vendor	PID	NULL	NULL	1	1	1	35	35	NULL	111687000.0000
1991	Defense	DLA	M	Medium Vendor	PDuns	NULL	NULL	0	0	0	3	3	NULL	-2047000.0000
1991	Defense	DLA	M	Medium Vendor	PDuns	NULL	NULL	0	1	1	314	369	NULL	160493000.0000
1991	Defense	DLA	M	Medium Vendor	PID	NULL	NULL	1	1	1	30	30	NULL	1394212000.0000
1991	Defense	DLA	N	Sometimes Small Vendor	PDuns	NULL	NULL	0	0	0	1	1	NULL	-28000.0000
1991	Defense	DLA	N	Sometimes Small Vendor	PDuns	NULL	NULL	0	1	1	215	238	NULL	101777000.0000
1991	Defense	DLA	S	Always Small Vendor	PDuns	NULL	NULL	0	0	1	20	20	NULL	135000.0000
1991	Defense	DLA	S	Always Small Vendor	PID	NULL	NULL	0	1	1	6	6	NULL	44607000.0000
1991	Defense	Navy	J	Large: Big 5 JV	PID	NULL	NULL	1	1	1	1	1	NULL	81107000.0000
1991	Defense	Navy	L	Large Vendor	PID	NULL	NULL	0	1	1	3	3	NULL	859000.0000
1991	Defense	Navy	M	Medium Vendor	PDuns	NULL	NULL	0	0	0	7	7	NULL	315792.0000
1991	Defense	Navy	M	Medium Vendor	PDuns	NULL	NULL	0	1	1	524	586	NULL	44155173.0000
1991	Defense	Navy	N	Sometimes Small Vendor	PDuns	NULL	NULL	0	0	0	2	2	NULL	-1648000.0000
1991	Defense	Navy	N	Sometimes Small Vendor	PDuns	NULL	NULL	0	1	1	306	374	NULL	70517781.0000
1991	Defense	Navy	N	Sometimes Small Vendor	PID	NULL	NULL	1	1	1	96	96	NULL	2235644321.0000
1991	Defense	Navy	S	Always Small Vendor	PDuns	NULL	NULL	0	0	1	23	23	NULL	-301025.0000
1991	Defense	Navy	S	Always Small Vendor	PID	NULL	NULL	0	1	1	19	19	NULL	2011346.0000
1991	Defense	Navy	S	Always Small Vendor	PID	NULL	NULL	1	1	1	31	31	NULL	95547115.0000
1991	Defense	Other DoD	NULL	NULL	PID	NULL	NULL	NULL	NULL	NULL	2	2	NULL	18015000.0000
1991	Defense	Other DoD	L	Large Vendor	PID	NULL	NULL	0	1	1	1	1	NULL	141000.0000
1991	Defense	Other DoD	M	Medium Vendor	PDuns	NULL	NULL	0	1	1	73	81	NULL	9199000.0000
1991	Defense	Other DoD	M	Medium Vendor	PDuns	NULL	NULL	1	1	1	157	193	NULL	375194000.0000
1991	Defense	Other DoD	M	Medium Vendor	PID	NULL	NULL	0	1	1	2	2	NULL	395000.0000
1991	Defense	Other DoD	N	Sometimes Small Vendor	PID	NULL	NULL	0	1	1	4	4	NULL	591000.0000
1991	Defense	Other DoD	N	Sometimes Small Vendor	PID	NULL	NULL	1	1	1	35	35	NULL	117527000.0000
1991	Defense	Other DoD	S	Always Small Vendor	PDuns	NULL	NULL	1	1	1	105	109	NULL	134705000.0000
1991	Defense	Other DoD	S	Always Small Vendor	PID	NULL	NULL	1	1	1	14	14	NULL	103965000.0000
1992	Defense	Air Force	B	Big Five	PID	NULL	NULL	1	1	1	5	5	NULL	11192986768.0000
1992	Defense	Air Force	L	Large Vendor	PID	NULL	NULL	1	1	1	84	84	NULL	12081955435.0000
1992	Defense	Air Force	M	Medium Vendor	PDuns	NULL	NULL	0	0	1	7	7	NULL	183533.0000
1992	Defense	Air Force	M	Medium Vendor	PID	NULL	NULL	1	1	1	93	93	NULL	2337144400.0000
1992	Defense	Air Force	N	Sometimes Small Vendor	PDuns	NULL	NULL	0	0	1	1	1	NULL	1157289.0000
1992	Defense	Air Force	N	Sometimes Small Vendor	PDuns	NULL	NULL	0	1	1	177	196	NULL	19332922.0000
1992	Defense	Air Force	N	Sometimes Small Vendor	PDuns	NULL	NULL	1	1	1	619	6894	NULL	7755075548.0000
1992	Defense	Air Force	N	Sometimes Small Vendor	PID	NULL	NULL	0	1	1	4	4	NULL	1861993.0000
1992	Defense	Air Force	S	Always Small Vendor	PDuns	NULL	NULL	0	0	0	21	21	NULL	-9285067.0000
1992	Defense	Air Force	S	Always Small Vendor	PDuns	NULL	NULL	0	1	1	672	688	NULL	85218333.0000
1992	Defense	Air Force	S	Always Small Vendor	PDuns	NULL	NULL	1	1	1	577	634	NULL	879459351.0000
1992	Defense	Air Force	S	Always Small Vendor	PID	NULL	NULL	0	0	1	1	1	NULL	26152.0000
1992	Defense	Air Force	S	Always Small Vendor	PID	NULL	NULL	1	1	1	27	27	NULL	51787243.0000
1992	Defense	Army	B	Big Five	PID	NULL	NULL	1	1	1	6	6	NULL	2616260659.0000
1992	Defense	Army	J	Large: Big 5 JV	PID	NULL	NULL	1	1	1	2	2	NULL	568448224.0000
1992	Defense	Army	L	Large Vendor	PID	NULL	NULL	1	1	1	85	85	NULL	8319876892.0000
1992	Defense	Army	M	Medium Vendor	PDuns	NULL	NULL	0	0	0	8	8	NULL	33683.0000
1992	Defense	Army	M	Medium Vendor	PDuns	NULL	NULL	0	1	1	703	764	NULL	115574712.0000
1992	Defense	Army	M	Medium Vendor	PDuns	NULL	NULL	1	1	1	1045	1545	NULL	3435312061.0000
1992	Defense	Army	M	Medium Vendor	PID	NULL	NULL	0	1	1	21	21	NULL	3481339.0000
1992	Defense	Army	N	Sometimes Small Vendor	PDuns	NULL	NULL	0	0	1	2	2	NULL	37667.0000
1992	Defense	Army	N	Sometimes Small Vendor	PID	NULL	NULL	1	1	1	101	101	NULL	2728048682.0000
1992	Defense	Army	S	Always Small Vendor	PDuns	NULL	NULL	0	0	0	24	25	NULL	-11044614.0000
1992	Defense	Army	S	Always Small Vendor	PDuns	NULL	NULL	0	1	1	964	986	NULL	145364938.0000
1992	Defense	Army	S	Always Small Vendor	PDuns	NULL	NULL	1	1	1	724	778	NULL	1216714313.0000
1992	Defense	Army	S	Always Small Vendor	PID	NULL	NULL	0	0	1	1	1	NULL	25980.0000
1992	Defense	Army	S	Always Small Vendor	PID	NULL	NULL	1	1	1	34	34	NULL	119970670.0000
1992	Defense	DLA	B	Big Five	PID	NULL	NULL	1	1	1	6	6	NULL	6579346.0000
1992	Defense	DLA	L	Large Vendor	PID	NULL	NULL	1	1	1	66	66	NULL	1757707855.0000
1992	Defense	DLA	M	Medium Vendor	PDuns	NULL	NULL	0	1	1	317	355	NULL	164085897.0000
1992	Defense	DLA	M	Medium Vendor	PID	NULL	NULL	0	0	1	1	1	NULL	25509.0000
1992	Defense	DLA	M	Medium Vendor	PID	NULL	NULL	1	1	1	29	29	NULL	392810117.0000
1992	Defense	DLA	N	Sometimes Small Vendor	PDuns	NULL	NULL	1	1	1	293	3072	NULL	1993557726.0000
1992	Defense	DLA	N	Sometimes Small Vendor	PID	NULL	NULL	1	1	1	40	40	NULL	356787030.0000
1992	Defense	DLA	S	Always Small Vendor	PDuns	NULL	NULL	0	0	1	24	24	NULL	651505.0000
1992	Defense	DLA	S	Always Small Vendor	PDuns	NULL	NULL	1	1	1	228	241	NULL	625290144.0000
1992	Defense	Navy	L	Large Vendor	PID	NULL	NULL	0	1	1	7	7	NULL	947605.0000
1992	Defense	Navy	M	Medium Vendor	PDuns	NULL	NULL	0	0	0	8	8	1	-279183.0000
1992	Defense	Navy	M	Medium Vendor	PDuns	NULL	NULL	0	1	1	602	657	NULL	75666503.0000
1992	Defense	Navy	M	Medium Vendor	PID	NULL	NULL	0	1	1	18	18	NULL	4321925.0000
1992	Defense	Navy	M	Medium Vendor	PID	NULL	NULL	1	1	1	98	98	2	2374899530.0000
1992	Defense	Navy	N	Sometimes Small Vendor	PDuns	NULL	NULL	1	1	1	779	10149	NULL	8389332518.0000
1992	Defense	Navy	S	Always Small Vendor	PDuns	NULL	NULL	0	0	1	26	26	NULL	128732.0000
1992	Defense	Other DoD	NULL	NULL	PID	NULL	NULL	NULL	NULL	NULL	4	4	NULL	14786674.0000
1992	Defense	Other DoD	L	Large Vendor	PID	NULL	NULL	1	1	1	56	56	NULL	1849940238.0000
1992	Defense	Other DoD	M	Medium Vendor	PDuns	NULL	NULL	0	1	1	85	88	NULL	9023409.0000
1992	Defense	Other DoD	M	Medium Vendor	PDuns	NULL	NULL	1	1	1	184	222	NULL	448858265.0000
1992	Defense	Other DoD	M	Medium Vendor	PID	NULL	NULL	1	1	1	48	48	NULL	953297575.0000
1992	Defense	Other DoD	N	Sometimes Small Vendor	PDuns	NULL	NULL	0	1	1	37	41	NULL	5096535.0000
1992	Defense	Other DoD	N	Sometimes Small Vendor	PID	NULL	NULL	0	1	1	2	2	NULL	430494.0000
1992	Defense	Other DoD	S	Always Small Vendor	PDuns	NULL	NULL	0	1	1	74	75	NULL	7180227.0000
1992	Defense	Other DoD	S	Always Small Vendor	PDuns	NULL	NULL	1	1	1	152	162	NULL	189924511.0000
1993	Defense	Air Force	NULL	NULL	PID	NULL	NULL	NULL	NULL	NULL	8	8	NULL	30593553.0000
1993	Defense	Air Force	J	Large: Big 5 JV	PID	NULL	NULL	1	1	1	1	1	NULL	5655716.0000
1993	Defense	Air Force	M	Medium Vendor	PDuns	NULL	NULL	0	0	1	8	8	NULL	97083.0000
1993	Defense	Air Force	M	Medium Vendor	PDuns	NULL	NULL	1	1	1	709	1229	NULL	2254787046.0000
1993	Defense	Air Force	M	Medium Vendor	PID	NULL	NULL	0	0	1	1	1	NULL	27300.0000
1993	Defense	Air Force	N	Sometimes Small Vendor	PDuns	NULL	NULL	0	1	1	141	174	NULL	24341930.0000
1993	Defense	Air Force	N	Sometimes Small Vendor	PID	NULL	NULL	1	1	1	100	100	NULL	2764838959.0000
1993	Defense	Air Force	S	Always Small Vendor	PDuns	NULL	NULL	0	0	1	6	6	NULL	730150.0000
1993	Defense	Air Force	S	Always Small Vendor	PDuns	NULL	NULL	1	1	1	342	465	NULL	574135848.0000
1993	Defense	Air Force	S	Always Small Vendor	PID	NULL	NULL	0	0	1	1	1	NULL	26100.0000
1993	Defense	Army	NULL	NULL	PID	NULL	NULL	NULL	NULL	NULL	7	7	NULL	27192305.0000
1993	Defense	Army	B	Big Five	PID	NULL	NULL	1	1	1	5	5	NULL	3883129276.0000
1993	Defense	Army	J	Large: Big 5 JV	PID	NULL	NULL	1	1	1	2	2	NULL	115538338.0000
1993	Defense	Army	L	Large Vendor	PID	NULL	NULL	1	1	1	86	86	NULL	8821934186.0000
1993	Defense	Army	M	Medium Vendor	PDuns	NULL	NULL	0	0	0	9	9	NULL	-1373908.0000
1993	Defense	Army	M	Medium Vendor	PDuns	NULL	NULL	0	1	1	893	1046	NULL	130055813.0000
1993	Defense	Army	M	Medium Vendor	PDuns	NULL	NULL	1	1	1	1065	2003	NULL	2801301359.0000
1993	Defense	Army	M	Medium Vendor	PID	NULL	NULL	0	0	1	1	1	NULL	25250.0000
1993	Defense	Army	N	Sometimes Small Vendor	PDuns	NULL	NULL	1	1	1	669	12231	NULL	9380223415.0000
1993	Defense	Army	N	Sometimes Small Vendor	PID	NULL	NULL	0	1	1	8	8	NULL	1075740.0000
1993	Defense	Army	S	Always Small Vendor	PDuns	NULL	NULL	0	0	0	16	16	NULL	-2502559.0000
1993	Defense	Army	S	Always Small Vendor	PDuns	NULL	NULL	0	0	1	19	19	NULL	-247528.0000
1993	Defense	Army	S	Always Small Vendor	PDuns	NULL	NULL	0	1	1	627	687	NULL	84453296.0000
1993	Defense	Army	S	Always Small Vendor	PID	NULL	NULL	0	1	1	14	14	NULL	1856386.0000
1993	Defense	DLA	L	Large Vendor	PID	NULL	NULL	0	1	1	7	7	NULL	5304946.0000
1993	Defense	DLA	M	Medium Vendor	PDuns	NULL	NULL	0	0	0	1	1	NULL	-30276.0000
1993	Defense	DLA	M	Medium Vendor	PDuns	NULL	NULL	0	0	1	6	6	NULL	13331.0000
1993	Defense	DLA	M	Medium Vendor	PID	NULL	NULL	1	1	1	31	31	NULL	390407368.0000
1993	Defense	DLA	N	Sometimes Small Vendor	PDuns	NULL	NULL	0	1	1	119	167	NULL	72275592.0000
1993	Defense	DLA	N	Sometimes Small Vendor	PDuns	NULL	NULL	1	1	1	273	3175	NULL	2093141842.0000
1993	Defense	DLA	N	Sometimes Small Vendor	PID	NULL	NULL	0	1	1	3	3	NULL	2587656.0000
1993	Defense	DLA	N	Sometimes Small Vendor	PID	NULL	NULL	1	1	1	43	43	NULL	319159592.0000
1993	Defense	DLA	S	Always Small Vendor	PDuns	NULL	NULL	0	0	0	6	6	NULL	3888480.0000
1993	Defense	DLA	S	Always Small Vendor	PDuns	NULL	NULL	0	0	1	14	14	NULL	-53774.0000
1993	Defense	DLA	S	Always Small Vendor	PDuns	NULL	NULL	0	1	1	473	531	NULL	121172423.0000
1993	Defense	Navy	L	Large Vendor	PID	NULL	NULL	0	1	1	8	8	3	1271269.0000
1993	Defense	Navy	L	Large Vendor	PID	NULL	NULL	1	1	1	79	79	337	16471374984.0000
1993	Defense	Navy	M	Medium Vendor	PDuns	NULL	NULL	0	0	0	8	8	NULL	-601408.0000
1993	Defense	Navy	M	Medium Vendor	PDuns	NULL	NULL	0	1	1	596	656	200	86381673.0000
1993	Defense	Navy	M	Medium Vendor	PID	NULL	NULL	1	1	1	95	95	54	2351192620.0000
1993	Defense	Navy	N	Sometimes Small Vendor	PDuns	NULL	NULL	0	1	1	185	270	18	39865119.0000
1993	Defense	Navy	N	Sometimes Small Vendor	PDuns	NULL	NULL	1	1	1	686	8974	316	7086288715.0000
1993	Defense	Navy	N	Sometimes Small Vendor	PID	NULL	NULL	1	1	1	114	114	107	4016845316.0000
1993	Defense	Navy	S	Always Small Vendor	PDuns	NULL	NULL	0	0	1	34	35	10	967324.0000
1993	Defense	Navy	S	Always Small Vendor	PID	NULL	NULL	0	1	1	18	18	4	3269426.0000
1993	Defense	Navy	S	Always Small Vendor	PID	NULL	NULL	1	1	1	43	43	7	87359964.0000
1993	Defense	Other DoD	B	Big Five	PID	NULL	NULL	1	1	1	5	5	NULL	40910876.0000
1993	Defense	Other DoD	L	Large Vendor	PID	NULL	NULL	1	1	1	53	53	NULL	1723032411.0000
1993	Defense	Other DoD	M	Medium Vendor	PDuns	NULL	NULL	0	0	0	2	2	NULL	-1007596.0000
1993	Defense	Other DoD	M	Medium Vendor	PDuns	NULL	NULL	0	1	1	62	72	NULL	6805384.0000
1993	Defense	Other DoD	N	Sometimes Small Vendor	PDuns	NULL	NULL	0	1	1	20	22	NULL	1618426.0000
1993	Defense	Other DoD	N	Sometimes Small Vendor	PID	NULL	NULL	0	1	1	3	3	NULL	317471.0000
1993	Defense	Other DoD	S	Always Small Vendor	PDuns	NULL	NULL	0	1	1	61	63	NULL	6641037.0000
1994	Defense	Air Force	NULL	NULL	PID	NULL	NULL	NULL	NULL	NULL	5	5	130	11988362.0000
1994	Defense	Air Force	B	Big Five	PID	NULL	NULL	1	1	1	5	5	3335	11155277905.0000
1994	Defense	Air Force	L	Large Vendor	PID	NULL	NULL	0	1	1	5	5	8	622837.0000
1994	Defense	Air Force	M	Medium Vendor	PDuns	NULL	NULL	0	0	0	5	5	8	365333.0000
1994	Defense	Air Force	M	Medium Vendor	PDuns	NULL	NULL	0	1	1	987	1022	1479	119922743.0000
1994	Defense	Air Force	M	Medium Vendor	PDuns	NULL	NULL	1	1	1	1489	1992	10093	3470576451.0000
1994	Defense	Air Force	M	Medium Vendor	PID	NULL	NULL	1	1	1	139	139	2380	2714210988.0000
1994	Defense	Air Force	N	Sometimes Small Vendor	PDuns	NULL	NULL	0	1	1	350	379	848	60862428.0000
1994	Defense	Air Force	S	Always Small Vendor	PDuns	NULL	NULL	0	0	0	55	56	86	-5603039.0000
1994	Defense	Air Force	S	Always Small Vendor	PDuns	NULL	NULL	0	1	1	3012	3023	4269	390030653.0000
1994	Defense	Air Force	S	Always Small Vendor	PID	NULL	NULL	0	1	1	15	15	21	1956798.0000
1994	Defense	Air Force	S	Always Small Vendor	PID	NULL	NULL	1	1	1	50	50	271	92323607.0000
1994	Defense	Army	L	Large Vendor	PID	NULL	NULL	0	1	1	6	6	7	456002.0000
1994	Defense	Army	L	Large Vendor	PID	NULL	NULL	1	1	1	88	88	6434	4583855765.0000
1994	Defense	Army	M	Medium Vendor	PDuns	NULL	NULL	0	0	1	61	61	61	1119492.0000
1994	Defense	Army	M	Medium Vendor	PDuns	NULL	NULL	1	1	1	1617	2107	11107	4093860127.0000
