"Contracting Department ID","Contracting Department Name","Contracting Agency Name","Contracting Agency ID","Product or Service Code","Product or Service Description","Type of Contract","Action Obligation",
"9700","DEPT OF DEFENSE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","97AE","V231","TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: LODGING, HOTEL/MOTEL","FIRM FIXED PRICE","$264,406.33","8"
"9700","DEPT OF DEFENSE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","97AE","W023","LEASE OR RENTAL OF EQUIPMENT- GROUND EFFECT VEHICLES, MOTOR VEHICLES, TRAILERS, AND CYCLES","FIRM FIXED PRICE","$0.00","1"
"9700","DEPT OF DEFENSE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","97AE","Z1LZ","MAINTENANCE OF PARKING FACILITIES","FIRM FIXED PRICE","$104,364.00","4"
"9700","DEPT OF DEFENSE","DEFENSE COMMISSARY AGENCY  (DECA)","97AZ","3455","CUTTING TOOLS FOR MACHINE TOOLS","FIRM FIXED PRICE","$0.00","6"
"9700","DEPT OF DEFENSE","DEFENSE COMMISSARY AGENCY  (DECA)","97AZ","3540","WRAPPING AND PACKAGING MACHINERY","FIRM FIXED PRICE","$364,708.12","73"
"9700","DEPT OF DEFENSE","DEFENSE COMMISSARY AGENCY  (DECA)","97AZ","3540","WRAPPING AND PACKAGING MACHINERY","FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT","$29,060.00","2"
"9700","DEPT OF DEFENSE","DEFENSE COMMISSARY AGENCY  (DECA)","97AZ","3590","MISCELLANEOUS SERVICE AND TRADE EQUIPMENT","FIRM FIXED PRICE","$670,129.28","141"
"9700","DEPT OF DEFENSE","DEFENSE COMMISSARY AGENCY  (DECA)","97AZ","3920","MATERIAL HANDLING EQUIPMENT, NONSELF-PROPELLED","FIRM FIXED PRICE","$292,424.53","109"
"9700","DEPT OF DEFENSE","DEFENSE COMMISSARY AGENCY  (DECA)","97AZ","3930","WAREHOUSE TRUCKS AND TRACTORS, SELF-PROPELLED","FIRM FIXED PRICE","$68,793.51","11"
"9700","DEPT OF DEFENSE","DEFENSE COMMISSARY AGENCY  (DECA)","97AZ","4110","REFRIGERATION EQUIPMENT","FIRM FIXED PRICE","$566,000.91","101"
"9700","DEPT OF DEFENSE","DEFENSE COMMISSARY AGENCY  (DECA)","97AZ","4110","REFRIGERATION EQUIPMENT","ORDER DEPENDENT (IDV ALLOWS PRICING ARRANGEMENT TO BE DETERMINED SEPARATELY FOR EACH ORDER)","$0.00","1"
"9700","DEPT OF DEFENSE","DEFENSE COMMISSARY AGENCY  (DECA)","97AZ","4120","AIR CONDITIONING EQUIPMENT","FIRM FIXED PRICE","$30,898.64","11"
"9700","DEPT OF DEFENSE","DEFENSE COMMISSARY AGENCY  (DECA)","97AZ","4240","SAFETY AND RESCUE EQUIPMENT","FIRM FIXED PRICE","$638.97","3"
"9700","DEPT OF DEFENSE","DEFENSE COMMISSARY AGENCY  (DECA)","97AZ","4510","PLUMBING FIXTURES AND ACCESSORIES","FIRM FIXED PRICE","$3,536.35","4"
"9700","DEPT OF DEFENSE","DEFENSE COMMISSARY AGENCY  (DECA)","97AZ","5440","SCAFFOLDING EQUIPMENT AND CONCRETE FORMS","FIRM FIXED PRICE","$23,338.98","20"
"9700","DEPT OF DEFENSE","DEFENSE COMMISSARY AGENCY  (DECA)","97AZ","5450","MISCELLANEOUS PREFABRICATED STRUCTURES","FIRM FIXED PRICE","$0.00","1"
"9700","DEPT OF DEFENSE","DEFENSE COMMISSARY AGENCY  (DECA)","97AZ","5805","TELEPHONE AND TELEGRAPH EQUIPMENT","FIRM FIXED PRICE","$4,203,098.68","12"
"9700","DEPT OF DEFENSE","DEFENSE COMMISSARY AGENCY  (DECA)","97AZ","5930","SWITCHES","FIRM FIXED PRICE","$32.70","1"
"9700","DEPT OF DEFENSE","DEFENSE COMMISSARY AGENCY  (DECA)","97AZ","6140","BATTERIES, RECHARGEABLE","FIRM FIXED PRICE","$31,851.00","1"
"9700","DEPT OF DEFENSE","DEFENSE COMMISSARY AGENCY  (DECA)","97AZ","6670","SCALES AND BALANCES","FIRM FIXED PRICE","$38,018.25","91"
"9700","DEPT OF DEFENSE","DEFENSE COMMISSARY AGENCY  (DECA)","97AZ","6695","COMBINATION AND MISCELLANEOUS INSTRUMENTS","FIRM FIXED PRICE","$13,423.72","25"
"9700","DEPT OF DEFENSE","DEFENSE COMMISSARY AGENCY  (DECA)","97AZ","6710","CAMERAS, MOTION PICTURE","FIRM FIXED PRICE","-$11,967.71","2"
"9700","DEPT OF DEFENSE","DEFENSE COMMISSARY AGENCY  (DECA)","97AZ","6720","CAMERAS, STILL PICTURE","FIRM FIXED PRICE","$1,431.00","11"
"9700","DEPT OF DEFENSE","DEFENSE COMMISSARY AGENCY  (DECA)","97AZ","6760","PHOTOGRAPHIC EQUIPMENT AND ACCESSORIES","FIRM FIXED PRICE","$15,692.00","1"
"9700","DEPT OF DEFENSE","DEFENSE COMMISSARY AGENCY  (DECA)","97AZ","6830","GASES: COMPRESSED AND LIQUEFIED","FIRM FIXED PRICE","$11,350.00","2"
"9700","DEPT OF DEFENSE","DEFENSE COMMISSARY AGENCY  (DECA)","97AZ","6910","TRAINING AIDS","FIRM FIXED PRICE","$12,600.00","1"
"9700","DEPT OF DEFENSE","DEFENSE COMMISSARY AGENCY  (DECA)","97AZ","7010","INFORMATION TECHNOLOGY EQUIPMENT SYSTEM CONFIGURATION","FIRM FIXED PRICE","$3,122,250.60","7"
"9700","DEPT OF DEFENSE","DEFENSE COMMISSARY AGENCY  (DECA)","97AZ","7021","INFORMATION TECHNOLOGY CENTRAL PROCESSING UNIT (CPU, COMPUTER, DIGITAL)","FIRM FIXED PRICE","$0.00","1"
"9700","DEPT OF DEFENSE","DEFENSE COMMISSARY AGENCY  (DECA)","97AZ","7025","INFORMATION TECHNOLOGY INPUT/OUTPUT AND STORAGE DEVICES","FIRM FIXED PRICE","$5,446,570.57","16"
"9700","DEPT OF DEFENSE","DEFENSE COMMISSARY AGENCY  (DECA)","97AZ","7030","INFORMATION TECHNOLOGY SOFTWARE","FIRM FIXED PRICE","$7,023,085.14","47"
"9700","DEPT OF DEFENSE","DEFENSE COMMISSARY AGENCY  (DECA)","97AZ","7035","INFORMATION TECHNOLOGY SUPPORT EQUIPMENT","FIRM FIXED PRICE","$150,082.90","1"
"9700","DEPT OF DEFENSE","DEFENSE COMMISSARY AGENCY  (DECA)","97AZ","7110","OFFICE FURNITURE","FIRM FIXED PRICE","$147,005.74","95"
"9700","DEPT OF DEFENSE","DEFENSE COMMISSARY AGENCY  (DECA)","97AZ","7125","CABINETS, LOCKERS, BINS, AND SHELVING","FIRM FIXED PRICE","$1,750,316.20","134"
"9700","DEPT OF DEFENSE","DEFENSE COMMISSARY AGENCY  (DECA)","97AZ","7125","CABINETS, LOCKERS, BINS, AND SHELVING","FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT","$16,015.58","14"
"9700","DEPT OF DEFENSE","DEFENSE COMMISSARY AGENCY  (DECA)","97AZ","7195","MISCELLANEOUS FURNITURE AND FIXTURES","FIRM FIXED PRICE","$90,274.02","19"
"9700","DEPT OF DEFENSE","DEFENSE COMMISSARY AGENCY  (DECA)","97AZ","7290","MISCELLANEOUS HOUSEHOLD AND COMMERCIAL FURNISHINGS AND APPLIANCES","FIRM FIXED PRICE","$1,526,946.74","413"
"9700","DEPT OF DEFENSE","DEFENSE COMMISSARY AGENCY  (DECA)","97AZ","7310","FOOD COOKING, BAKING, AND SERVING EQUIPMENT","FIRM FIXED PRICE","$1,192,266.69","168"
"9700","DEPT OF DEFENSE","DEFENSE COMMISSARY AGENCY  (DECA)","97AZ","7320","KITCHEN EQUIPMENT AND APPLIANCES","FIRM FIXED PRICE","$1,767,855.14","305"
"9700","DEPT OF DEFENSE","DEFENSE COMMISSARY AGENCY  (DECA)","97AZ","7420","ACCOUNTING AND CALCULATING MACHINES","FIRM FIXED PRICE","$9,278.25","39"
"9700","DEPT OF DEFENSE","DEFENSE COMMISSARY AGENCY  (DECA)","97AZ","7490","MISCELLANEOUS OFFICE MACHINES","FIRM FIXED PRICE","$18,325.00","18"
"9700","DEPT OF DEFENSE","DEFENSE COMMISSARY AGENCY  (DECA)","97AZ","7510","OFFICE SUPPLIES","FIRM FIXED PRICE","$80,279.53","73"
"9700","DEPT OF DEFENSE","DEFENSE COMMISSARY AGENCY  (DECA)","97AZ","7520","OFFICE DEVICES AND ACCESSORIES","FIRM FIXED PRICE","$19,094.70","17"
"9700","DEPT OF DEFENSE","DEFENSE COMMISSARY AGENCY  (DECA)","97AZ","7610","BOOKS AND PAMPHLETS","FIRM FIXED PRICE","$81,489.37","11"
"9700","DEPT OF DEFENSE","DEFENSE COMMISSARY AGENCY  (DECA)","97AZ","7630","NEWSPAPERS AND PERIODICALS","FIRM FIXED PRICE","$35,578.00","5"
"9700","DEPT OF DEFENSE","DEFENSE COMMISSARY AGENCY  (DECA)","97AZ","7690","MISCELLANEOUS PRINTED MATTER","FIRM FIXED PRICE","$1,009,235.81","17"
"9700","DEPT OF DEFENSE","DEFENSE COMMISSARY AGENCY  (DECA)","97AZ","7730","PHONOGRAPHS, RADIOS, AND TELEVISION SETS: HOME TYPE","FIRM FIXED PRICE","$8,955.13","3"
"9700","DEPT OF DEFENSE","DEFENSE COMMISSARY AGENCY  (DECA)","97AZ","7910","FLOOR POLISHERS AND VACUUM CLEANING EQUIPMENT","FIRM FIXED PRICE","$17,932.21","29"
"9700","DEPT OF DEFENSE","DEFENSE COMMISSARY AGENCY  (DECA)","97AZ","8105","BAGS AND SACKS","FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT","$10,351,229.21","474"
"9700","DEPT OF DEFENSE","DEFENSE COMMISSARY AGENCY  (DECA)","97AZ","8115","BOXES, CARTONS, AND CRATES","FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT","$0.00","1"
"9700","DEPT OF DEFENSE","DEFENSE COMMISSARY AGENCY  (DECA)","97AZ","8135","PACKAGING AND PACKING BULK MATERIALS","FIRM FIXED PRICE","$137,785.82","14"
"9700","DEPT OF DEFENSE","DEFENSE COMMISSARY AGENCY  (DECA)","97AZ","8135","PACKAGING AND PACKING BULK MATERIALS","FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT","$26,279,411.36","493"
"9700","DEPT OF DEFENSE","DEFENSE COMMISSARY AGENCY  (DECA)","97AZ","8405","OUTERWEAR, MEN'S","FIRM FIXED PRICE","$16,005.80","3"
"9700","DEPT OF DEFENSE","DEFENSE COMMISSARY AGENCY  (DECA)","97AZ","8415","CLOTHING, SPECIAL PURPOSE","FIRM FIXED PRICE","$39,862.68","1"
"9700","DEPT OF DEFENSE","DEFENSE COMMISSARY AGENCY  (DECA)","97AZ","9130","LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE","FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT","$17,315.04","4"
"9700","DEPT OF DEFENSE","DEFENSE COMMISSARY AGENCY  (DECA)","97AZ","9905","SIGNS, ADVERTISING DISPLAYS, AND IDENTIFICATION PLATES","FIRM FIXED PRICE","$13,442.92","12"
"9700","DEPT OF DEFENSE","DEFENSE COMMISSARY AGENCY  (DECA)","97AZ","9915","COLLECTORS' AND/OR HISTORICAL ITEMS","FIRM FIXED PRICE","$24,290.00","4"
"9700","DEPT OF DEFENSE","DEFENSE COMMISSARY AGENCY  (DECA)","97AZ","C211","ARCHITECT AND ENGINEERING- GENERAL: LANDSCAPING, INTERIOR LAYOUT, AND DESIGNING","FIRM FIXED PRICE","$11,593,790.45","128"
"9700","DEPT OF DEFENSE","DEFENSE COMMISSARY AGENCY  (DECA)","97AZ","D303","IT AND TELECOM- DATA ENTRY","FIRM FIXED PRICE","$283,936.80","4"
"9700","DEPT OF DEFENSE","DEFENSE COMMISSARY AGENCY  (DECA)","97AZ","D310","IT AND TELECOM- CYBER SECURITY AND DATA BACKUP","FIRM FIXED PRICE","$162,768.00","2"
"9700","DEPT OF DEFENSE","DEFENSE COMMISSARY AGENCY  (DECA)","97AZ","D311","IT AND TELECOM- DATA CONVERSION","FIRM FIXED PRICE","$2,410,595.04","7"
"9700","DEPT OF DEFENSE","DEFENSE COMMISSARY AGENCY  (DECA)","97AZ","D317","IT AND TELECOM- WEB-BASED SUBSCRIPTION","FIRM FIXED PRICE","$27,382.23","1"
"9700","DEPT OF DEFENSE","DEFENSE COMMISSARY AGENCY  (DECA)","97AZ","D318","IT AND TELECOM- INTEGRATED HARDWARE/SOFTWARE/SERVICES SOLUTIONS, PREDOMINANTLY SERVICES","FIRM FIXED PRICE","$78,839.70","1"
"9700","DEPT OF DEFENSE","DEFENSE COMMISSARY AGENCY  (DECA)","97AZ","D319","IT AND TELECOM- ANNUAL SOFTWARE MAINTENANCE SERVICE PLANS","FIRM FIXED PRICE","$550,838.96","5"
"9700","DEPT OF DEFENSE","DEFENSE COMMISSARY AGENCY  (DECA)","97AZ","D320","IT AND TELECOM- ANNUAL HARDWARE MAINTENANCE SERVICE PLANS","FIRM FIXED PRICE","$25,024.85","2"
"9700","DEPT OF DEFENSE","DEFENSE COMMISSARY AGENCY  (DECA)","97AZ","D399","IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS","FIRM FIXED PRICE","$524,098.40","5"
"9700","DEPT OF DEFENSE","DEFENSE COMMISSARY AGENCY  (DECA)","97AZ","J035","MAINT/REPAIR/REBUILD OF EQUIPMENT- SERVICE AND TRADE EQUIPMENT","FIRM FIXED PRICE","$0.00","3"
"9700","DEPT OF DEFENSE","DEFENSE COMMISSARY AGENCY  (DECA)","97AZ","J039","MAINT/REPAIR/REBUILD OF EQUIPMENT- MATERIALS HANDLING EQUIPMENT","FIRM FIXED PRICE","$399,721.35","98"
"9700","DEPT OF DEFENSE","DEFENSE COMMISSARY AGENCY  (DECA)","97AZ","J039","MAINT/REPAIR/REBUILD OF EQUIPMENT- MATERIALS HANDLING EQUIPMENT","TIME AND MATERIALS","$1,325,461.39","245"
"9700","DEPT OF DEFENSE","DEFENSE COMMISSARY AGENCY  (DECA)","97AZ","J041","MAINT/REPAIR/REBUILD OF EQUIPMENT- REFRIGERATION, AIR CONDITIONING, AND AIR CIRCULATING EQUIPMENT","FIRM FIXED PRICE","$2,634,114.37","10"
"9700","DEPT OF DEFENSE","DEFENSE COMMISSARY AGENCY  (DECA)","97AZ","J059","MAINT/REPAIR/REBUILD OF EQUIPMENT- ELECTRICAL AND ELECTRONIC EQUIPMENT COMPONENTS","FIRM FIXED PRICE","$114,613.86","2"
"9700","DEPT OF DEFENSE","DEFENSE COMMISSARY AGENCY  (DECA)","97AZ","J061","MAINT/REPAIR/REBUILD OF EQUIPMENT- ELECTRIC WIRE AND POWER DISTRIBUTION EQUIPMENT","FIRM FIXED PRICE","$28,025.00","4"
"9700","DEPT OF DEFENSE","DEFENSE COMMISSARY AGENCY  (DECA)","97AZ","J070","MAINT/REPAIR/REBUILD OF EQUIPMENT- ADP EQUIPMENT/SOFTWARE/SUPPLIES/SUPPORT EQUIPMENT","FIRM FIXED PRICE","$59,738.00","3"
"9700","DEPT OF DEFENSE","DEFENSE COMMISSARY AGENCY  (DECA)","97AZ","J073","MAINT/REPAIR/REBUILD OF EQUIPMENT- FOOD PREPARATION AND SERVING EQUIPMENT","FIRM FIXED PRICE","$3,511,216.63","61"
"9700","DEPT OF DEFENSE","DEFENSE COMMISSARY AGENCY  (DECA)","97AZ","J073","MAINT/REPAIR/REBUILD OF EQUIPMENT- FOOD PREPARATION AND SERVING EQUIPMENT","TIME AND MATERIALS","-$854,232.71","76"
"9700","DEPT OF DEFENSE","DEFENSE COMMISSARY AGENCY  (DECA)","97AZ","J091","MAINT/REPAIR/REBUILD OF EQUIPMENT- FUELS, LUBRICANTS, OILS, AND WAXES","FIRM FIXED PRICE","$5,301.04","2"
"9700","DEPT OF DEFENSE","DEFENSE COMMISSARY AGENCY  (DECA)","97AZ","J099","MAINT/REPAIR/REBUILD OF EQUIPMENT- MISCELLANEOUS","FIRM FIXED PRICE","$8,331.38","2"
"9700","DEPT OF DEFENSE","DEFENSE COMMISSARY AGENCY  (DECA)","97AZ","N063","INSTALLATION OF EQUIPMENT- ALARM, SIGNAL, AND SECURITY DETECTION SYSTEMS","FIRM FIXED PRICE","$0.00","3"
"9700","DEPT OF DEFENSE","DEFENSE COMMISSARY AGENCY  (DECA)","97AZ","P100","SALVAGE- PREPARATION AND DISPOSAL OF EXCESS/SURPLUS PROPERTY","FIRM FIXED PRICE","$900.00","1"
"9700","DEPT OF DEFENSE","DEFENSE COMMISSARY AGENCY  (DECA)","97AZ","R420","SUPPORT- PROFESSIONAL: CERTIFICATIONS AND ACCREDITATIONS (OTHER THAN EDUC OR INFO TECH C&A)","FIRM FIXED PRICE","$9,875.00","2"
"9700","DEPT OF DEFENSE","DEFENSE COMMISSARY AGENCY  (DECA)","97AZ","R422","SUPPORT- PROFESSIONAL: MARKET RESEARCH/PUBLIC OPINION","FIRM FIXED PRICE","$80,850.00","1"
"9700","DEPT OF DEFENSE","DEFENSE COMMISSARY AGENCY  (DECA)","97AZ","R499","SUPPORT- PROFESSIONAL: OTHER","FIRM FIXED PRICE","$49,000.00","1"
