fiscal_year	Customer	EntitySizeCode	EntitySizeText	EntityCategory	AnyEntityUSplaceOfPerformance	IsEntityAbove1990constantReportingThreshold	IsEntityAbove2016constantReportingThreshold	EntityCount	AllContractorCount	SumOfNumberOfActions	SumOfObligatedAmount
1992	Defense	N	Sometimes Small Vendor	PID	NULL	1	1	142	142	1	7867641407.0000
1992	Defense	S	Always Small Vendor	PDuns	NULL	0	0	92	93	1	-26339532.0000
1992	Defense	S	Always Small Vendor	PDuns	NULL	0	1	98	99	NULL	1042812.0000
1992	Defense	S	Always Small Vendor	PDuns	NULL	1	1	4650	5054	8	4726947126.0000
1992	Defense	S	Always Small Vendor	PID	NULL	0	0	1	1	NULL	1162211.0000
1992	Defense	S	Always Small Vendor	PID	NULL	0	1	2	2	NULL	52132.0000
1992	Defense	S	Always Small Vendor	PID	NULL	1	1	123	123	NULL	609613070.0000
1993	Defense	NULL	NULL	PID	NULL	NULL	NULL	15	15	NULL	96796012.0000
1993	Defense	B	Big Five	PID	NULL	1	1	6	6	36	16833823927.0000
1993	Defense	J	Large: Big 5 JV	PID	NULL	1	1	3	3	NULL	671254155.0000
1993	Defense	L	Large Vendor	PDuns	NULL	1	1	1	3	NULL	155773355.0000
1993	Defense	L	Large Vendor	PID	NULL	1	1	131	131	340	43348788830.0000
1993	Defense	M	Medium Vendor	PDuns	NULL	0	0	24	24	NULL	-3542811.0000
1993	Defense	M	Medium Vendor	PDuns	NULL	0	1	69	69	3	1397207.0000
1993	Defense	M	Medium Vendor	PDuns	NULL	1	1	3767	6543	611	9880890873.0000
1993	Defense	M	Medium Vendor	PID	NULL	0	1	3	3	NULL	-75236.0000
1993	Defense	M	Medium Vendor	PID	NULL	1	1	210	210	54	7534005163.0000
1993	Defense	N	Sometimes Small Vendor	PDuns	NULL	1	1	1227	27844	334	28626757180.0000
1993	Defense	N	Sometimes Small Vendor	PID	NULL	1	1	154	154	107	9622757227.0000
1993	Defense	S	Always Small Vendor	PDuns	NULL	0	0	48	48	6	-2689762.0000
1993	Defense	S	Always Small Vendor	PDuns	NULL	0	1	72	73	10	1396172.0000
1993	Defense	S	Always Small Vendor	PDuns	NULL	1	1	3352	4250	988	3728445961.0000
1993	Defense	S	Always Small Vendor	PID	NULL	0	1	1	1	NULL	26100.0000
1993	Defense	S	Always Small Vendor	PID	NULL	1	1	136	136	11	877577789.0000
1994	Defense	NULL	NULL	PID	NULL	NULL	NULL	9	9	295	33947490.0000
1994	Defense	B	Big Five	PID	NULL	1	1	5	5	7618	18810007110.0000
1994	Defense	J	Large: Big 5 JV	PID	NULL	1	1	1	1	20	248145948.0000
1994	Defense	L	Large Vendor	PID	NULL	1	1	134	134	36075	40595974447.0000
1994	Defense	M	Medium Vendor	PDuns	NULL	0	0	38	38	61	-50526065.0000
1994	Defense	M	Medium Vendor	PDuns	NULL	0	1	201	203	210	4513527.0000
1994	Defense	M	Medium Vendor	PDuns	NULL	1	1	7734	9605	48224	15728569648.0000
1994	Defense	M	Medium Vendor	PID	NULL	0	0	1	1	2	0.0000
1994	Defense	M	Medium Vendor	PID	NULL	1	1	256	256	9229	7796092093.0000
1994	Defense	N	Sometimes Small Vendor	Duns	NULL	1	1	1	1	1347	1307484010.0000
1994	Defense	N	Sometimes Small Vendor	PDuns	NULL	1	1	2208	4415	54207	13591600421.0000
1994	Defense	N	Sometimes Small Vendor	PID	NULL	1	1	135	135	10437	6434791289.0000
1994	Defense	S	Always Small Vendor	PDuns	NULL	0	0	192	193	283	-22452584.0000
1994	Defense	S	Always Small Vendor	PDuns	NULL	0	1	486	486	548	6055681.0000
1994	Defense	S	Always Small Vendor	PDuns	NULL	1	1	15881	16197	57229	11941855572.0000
1994	Defense	S	Always Small Vendor	PID	NULL	0	1	1	1	1	39233.0000
1994	Defense	S	Always Small Vendor	PID	NULL	1	1	158	158	1993	735804905.0000
1995	Defense	NULL	NULL	PID	NULL	NULL	NULL	12	12	281	51732965.0000
1995	Defense	B	Big Five	PID	NULL	1	1	6	6	8796	18598105521.0000
1995	Defense	J	Large: Big 5 JV	PID	NULL	1	1	1	1	32	231653159.0000
1995	Defense	L	Large Vendor	PID	NULL	1	1	132	132	36217	36096000196.0000
1995	Defense	M	Medium Vendor	PDuns	NULL	0	0	61	61	87	-6464942.0000
1995	Defense	M	Medium Vendor	PDuns	NULL	0	1	249	250	265	5768072.0000
1995	Defense	M	Medium Vendor	PDuns	NULL	1	1	8257	9887	45292	14481308926.0000
1995	Defense	M	Medium Vendor	PID	NULL	0	0	1	1	1	59222.0000
1995	Defense	M	Medium Vendor	PID	NULL	0	1	1	1	1	27789.0000
1995	Defense	M	Medium Vendor	PID	NULL	1	1	229	229	8062	10259723050.0000
1995	Defense	N	Sometimes Small Vendor	Duns	NULL	1	1	2	2	2700	2470804144.0000
1995	Defense	N	Sometimes Small Vendor	PDuns	NULL	0	0	2	2	4	-1445688.0000
1995	Defense	N	Sometimes Small Vendor	PDuns	NULL	0	1	5	6	16	-1640722.0000
1995	Defense	N	Sometimes Small Vendor	PDuns	NULL	1	1	2362	4764	61862	15047285008.0000
1995	Defense	N	Sometimes Small Vendor	PID	NULL	1	1	161	161	13210	6381630343.0000
1995	Defense	S	Always Small Vendor	PDuns	NULL	0	0	160	160	230	-19135926.0000
1995	Defense	S	Always Small Vendor	PDuns	NULL	0	1	646	647	696	10456547.0000
1995	Defense	S	Always Small Vendor	PDuns	NULL	1	1	16334	16419	59313	12135094784.0000
1995	Defense	S	Always Small Vendor	PID	NULL	0	1	2	2	2	-249020.0000
1995	Defense	S	Always Small Vendor	PID	NULL	1	1	174	174	2821	851301440.0000
1996	Defense	NULL	NULL	PID	NULL	NULL	NULL	14	14	318	38804636.0000
1996	Defense	B	Big Five	PID	NULL	1	1	6	6	13003	22307858656.0000
1996	Defense	J	Large: Big 5 JV	PID	NULL	1	1	2	2	77	480900547.0000
1996	Defense	L	Large Vendor	Duns	NULL	1	1	1	1	72	72276628.0000
1996	Defense	L	Large Vendor	PID	NULL	1	1	157	157	44066	37951662700.0000
1996	Defense	M	Medium Vendor	PDuns	NULL	0	0	41	41	55	-1835027.0000
1996	Defense	M	Medium Vendor	PDuns	NULL	0	1	425	426	451	11687460.0000
1996	Defense	M	Medium Vendor	PDuns	NULL	1	1	8303	9937	44136	13207243940.0000
1996	Defense	M	Medium Vendor	PID	NULL	0	0	1	1	2	-3503827.0000
1996	Defense	M	Medium Vendor	PID	NULL	0	1	2	2	3	83471.0000
1996	Defense	M	Medium Vendor	PID	NULL	1	1	261	261	6256	4775718260.0000
1996	Defense	N	Sometimes Small Vendor	Duns	NULL	1	1	1	1	3306	2942679507.0000
1996	Defense	N	Sometimes Small Vendor	PDuns	NULL	0	0	1	1	2	-658168.0000
1996	Defense	N	Sometimes Small Vendor	PDuns	NULL	0	1	11	12	36	-1870314.0000
1996	Defense	N	Sometimes Small Vendor	PDuns	NULL	1	1	2823	5960	61801	14246806778.0000
1996	Defense	N	Sometimes Small Vendor	PID	NULL	1	1	241	241	20832	9243541269.0000
1996	Defense	S	Always Small Vendor	PDuns	NULL	0	0	185	187	305	-10703737.0000
1996	Defense	S	Always Small Vendor	PDuns	NULL	0	1	1284	1290	1404	28902455.0000
1996	Defense	S	Always Small Vendor	PDuns	NULL	1	1	17365	18362	62033	12284324327.0000
1996	Defense	S	Always Small Vendor	PID	NULL	0	1	4	4	4	155686.0000
1996	Defense	S	Always Small Vendor	PID	NULL	1	1	190	190	2364	874703851.0000
1997	Defense	NULL	NULL	PID	NULL	NULL	NULL	24	24	788	224422417.0000
1997	Defense	B	Big Five	PID	NULL	1	1	6	6	19504	32119314085.0000
1997	Defense	J	Large: Big 5 JV	PID	NULL	1	1	4	4	92	809779189.0000
1997	Defense	L	Large Vendor	PID	NULL	0	0	1	1	1	-39000.0000
1997	Defense	L	Large Vendor	PID	NULL	1	1	179	179	46366	29318215861.0000
1997	Defense	M	Medium Vendor	Duns	NULL	1	1	1	1	116	119725780.0000
1997	Defense	M	Medium Vendor	PDuns	NULL	0	0	44	44	68	-2949550.0000
1997	Defense	M	Medium Vendor	PDuns	NULL	0	1	529	530	568	14218383.0000
1997	Defense	M	Medium Vendor	PDuns	NULL	1	1	7838	8907	33459	10429995820.0000
1997	Defense	M	Medium Vendor	PID	NULL	0	1	1	1	1	27960.0000
1997	Defense	M	Medium Vendor	PID	NULL	1	1	393	393	9018	6663271795.0000
1997	Defense	N	Sometimes Small Vendor	Duns	NULL	1	1	2	2	2861	2697298445.0000
1997	Defense	N	Sometimes Small Vendor	PDuns	NULL	0	0	1	1	2	1270.0000
1997	Defense	N	Sometimes Small Vendor	PDuns	NULL	0	1	13	16	28	591973.0000
1997	Defense	N	Sometimes Small Vendor	PDuns	NULL	1	1	2648	4912	46171	9381072402.0000
1997	Defense	N	Sometimes Small Vendor	PID	NULL	1	1	389	389	31608	11660040163.0000
1997	Defense	S	Always Small Vendor	PDuns	NULL	0	0	191	191	284	-3638217.0000
1997	Defense	S	Always Small Vendor	PDuns	NULL	0	1	1329	1330	1445	33567704.0000
1997	Defense	S	Always Small Vendor	PDuns	NULL	1	1	16819	17142	59005	11114457156.0000
1997	Defense	S	Always Small Vendor	PID	NULL	0	0	1	1	1	26195.0000
1997	Defense	S	Always Small Vendor	PID	NULL	0	1	11	11	11	302662.0000
1997	Defense	S	Always Small Vendor	PID	NULL	1	1	296	296	4146	1402449386.0000
1998	Defense	NULL	NULL	PID	NULL	NULL	NULL	29	29	1033	275088814.0000
1998	Defense	B	Big Five	PID	NULL	1	1	5	5	20686	36115351024.0000
1998	Defense	J	Large: Big 5 JV	PID	NULL	1	1	4	4	110	781552341.0000
1998	Defense	L	Large Vendor	Duns	NULL	1	1	1	1	133	146644780.0000
1998	Defense	L	Large Vendor	PID	NULL	0	1	1	1	1	29204.0000
1998	Defense	L	Large Vendor	PID	NULL	1	1	180	180	49278	27150099180.0000
1998	Defense	M	Medium Vendor	PDuns	NULL	0	0	32	32	42	-2403530.0000
1998	Defense	M	Medium Vendor	PDuns	NULL	0	1	464	466	492	12314661.0000
1998	Defense	M	Medium Vendor	PDuns	NULL	1	1	7002	7976	32562	9577506756.0000
1998	Defense	M	Medium Vendor	PID	NULL	0	1	9	9	10	281214.0000
1998	Defense	M	Medium Vendor	PID	NULL	1	1	425	425	10603	7614056951.0000
1998	Defense	N	Sometimes Small Vendor	Duns	NULL	1	1	1	1	2480	2266586927.0000
1998	Defense	N	Sometimes Small Vendor	PDuns	NULL	0	1	11	11	24	669303.0000
1998	Defense	N	Sometimes Small Vendor	PDuns	NULL	1	1	2412	4449	43732	9055001717.0000
1998	Defense	N	Sometimes Small Vendor	PID	NULL	0	1	1	1	2	52103.0000
1998	Defense	N	Sometimes Small Vendor	PID	NULL	1	1	427	427	34817	12277347423.0000
1998	Defense	S	Always Small Vendor	Duns	NULL	1	1	1	1	1	294364.0000
1998	Defense	S	Always Small Vendor	PDuns	NULL	0	0	177	177	263	-9349700.0000
1998	Defense	S	Always Small Vendor	PDuns	NULL	0	1	1391	1393	1539	41521514.0000
1998	Defense	S	Always Small Vendor	PDuns	NULL	1	1	15792	16108	57545	10579482728.0000
1998	Defense	S	Always Small Vendor	PID	NULL	0	0	1	1	1	-31300.0000
1998	Defense	S	Always Small Vendor	PID	NULL	0	1	6	6	6	168219.0000
1998	Defense	S	Always Small Vendor	PID	NULL	1	1	308	308	3129	1079857725.0000
1998	Defense	U	Unlabeled Vendor	Duns	NULL	1	1	1	1	7	3759749.0000
1999	Defense	NULL	NULL	PID	NULL	NULL	NULL	31	31	1236	486381712.0000
1999	Defense	B	Big Five	PID	NULL	1	1	5	5	21245	37938908576.0000
1999	Defense	J	Large: Big 5 JV	PID	NULL	1	1	5	5	160	1375718230.0000
1999	Defense	L	Large Vendor	Duns	NULL	1	1	1	1	146	138402938.0000
1999	Defense	L	Large Vendor	PID	NULL	0	0	1	1	1	-30813.0000
1999	Defense	L	Large Vendor	PID	NULL	0	1	1	1	1	28160.0000
1999	Defense	L	Large Vendor	PID	NULL	1	1	188	188	53613	28509371330.0000
1999	Defense	M	Medium Vendor	PDuns	NULL	0	0	41	41	59	-6029326.0000
1999	Defense	M	Medium Vendor	PDuns	NULL	0	1	509	511	541	13614747.0000
1999	Defense	M	Medium Vendor	PDuns	NULL	1	1	6526	7289	29800	9783682672.0000
1999	Defense	M	Medium Vendor	PID	NULL	0	1	5	5	5	142390.0000
1999	Defense	M	Medium Vendor	PID	NULL	1	1	480	480	11682	7706676822.0000
1999	Defense	M	Medium Vendor	PID	0	1	1	1	1	16	4325551.0000
1999	Defense	N	Sometimes Small Vendor	Duns	NULL	1	1	2	2	2352	1504768827.0000
1999	Defense	N	Sometimes Small Vendor	PDuns	NULL	0	1	12	16	25	594025.0000
1999	Defense	N	Sometimes Small Vendor	PDuns	NULL	1	1	2281	4160	42153	8448687080.0000
1999	Defense	N	Sometimes Small Vendor	PID	NULL	0	1	1	1	2	52000.0000
1999	Defense	N	Sometimes Small Vendor	PID	NULL	1	1	464	464	38763	13161033305.0000
1999	Defense	S	Always Small Vendor	PDuns	NULL	0	0	148	148	255	-1669091.0000
1999	Defense	S	Always Small Vendor	PDuns	NULL	0	1	1526	1529	1658	36000390.0000
1999	Defense	S	Always Small Vendor	PDuns	NULL	1	1	16469	16776	61597	11569433880.0000
1999	Defense	S	Always Small Vendor	PID	NULL	0	0	3	3	4	16820.0000
1999	Defense	S	Always Small Vendor	PID	NULL	0	1	10	10	10	281893.0000
1999	Defense	S	Always Small Vendor	PID	NULL	1	1	384	384	4481	1506459406.0000
1999	Defense	U	Unlabeled Vendor	Duns	NULL	1	1	1	1	22	8184964.0000
2000	Defense	NULL	NULL	PID	NULL	NULL	NULL	34	34	1509	608935732.0625
2000	Defense	B	Big Five	PID	0	1	1	5	5	23858	41327817905.6785
2000	Defense	J	Large: Big 5 JV	PID	0	1	1	4	4	98	1319214157.0000
2000	Defense	J	Large: Big 5 JV	PID	1	1	1	2	2	25	341557258.0000
2000	Defense	L	Large Vendor	Duns	1	1	1	1	1	106	83847569.0000
2000	Defense	L	Large Vendor	PID	0	0	0	1	1	1	874414.0000
2000	Defense	L	Large Vendor	PID	0	0	1	2	2	2	53478.0000
2000	Defense	L	Large Vendor	PID	0	1	1	181	181	61453	35175997179.7569
2000	Defense	L	Large Vendor	PID	1	0	1	1	1	1	28160.0000
2000	Defense	L	Large Vendor	PID	1	1	1	11	11	1287	776127013.0000
2000	Defense	M	Medium Vendor	Duns	NULL	0	0	2	2	0	0.0000
2000	Defense	M	Medium Vendor	Duns	0	1	1	12	12	57	14858078.0000
2000	Defense	M	Medium Vendor	Duns	1	0	0	1	1	1	-47480.0000
2000	Defense	M	Medium Vendor	PDuns	NULL	0	0	43	43	55	7395.0500
2000	Defense	M	Medium Vendor	PDuns	NULL	0	1	9	9	24	271532.6315
2000	Defense	M	Medium Vendor	PDuns	NULL	1	1	5	5	30	3162582.0000
2000	Defense	M	Medium Vendor	PDuns	0	0	0	46	46	104	-2495322.2500
2000	Defense	M	Medium Vendor	PDuns	0	0	1	367	370	471	9393484.0000
2000	Defense	M	Medium Vendor	PDuns	0	1	1	3644	3811	22028	6710404766.1658
2000	Defense	M	Medium Vendor	PDuns	1	0	0	27	27	73	-2204702.0000
2000	Defense	M	Medium Vendor	PDuns	1	0	1	341	341	392	9787078.8700
2000	Defense	M	Medium Vendor	PDuns	1	1	1	2909	2935	11232	2996807587.6447
2000	Defense	M	Medium Vendor	PID	NULL	0	0	2	2	0	0.0000
2000	Defense	M	Medium Vendor	PID	0	0	0	6	6	12	-593217.0000
2000	Defense	M	Medium Vendor	PID	0	0	1	9	9	18	181892.0000
2000	Defense	M	Medium Vendor	PID	0	1	1	335	335	9122	5568006348.6031
2000	Defense	M	Medium Vendor	PID	1	1	1	30	30	542	553137931.0000
2000	Defense	N	Sometimes Small Vendor	Duns	0	1	1	3	3	1950	1017412690.0000
2000	Defense	N	Sometimes Small Vendor	PDuns	0	0	0	2	2	12	-1534368.0000
2000	Defense	N	Sometimes Small Vendor	PDuns	0	0	1	40	44	92	1386858.0000
2000	Defense	N	Sometimes Small Vendor	PDuns	0	1	1	3032	4207	54297	10480815085.1069
2000	Defense	N	Sometimes Small Vendor	PDuns	1	0	1	1	1	1	29995.0000
2000	Defense	N	Sometimes Small Vendor	PDuns	1	1	1	5	5	73	5751579.0000
2000	Defense	N	Sometimes Small Vendor	PID	0	0	1	2	2	6	89704.0000
2000	Defense	N	Sometimes Small Vendor	PID	0	1	1	617	617	43013	12572249792.7436
2000	Defense	S	Always Small Vendor	Duns	NULL	0	0	3	3	0	0.0000
2000	Defense	S	Always Small Vendor	Duns	0	0	0	1	1	1	-3559109.0000
2000	Defense	S	Always Small Vendor	Duns	0	0	1	2	2	2	1952.0000
2000	Defense	S	Always Small Vendor	Duns	0	1	1	18	18	64	16626235.0000
2000	Defense	S	Always Small Vendor	PDuns	NULL	0	0	47	47	78	8790799.1172
2000	Defense	S	Always Small Vendor	PDuns	NULL	0	1	3	3	3	47420.5000
2000	Defense	S	Always Small Vendor	PDuns	NULL	1	1	4	4	1	8182.0000
2000	Defense	S	Always Small Vendor	PDuns	0	0	0	254	254	468	-9744294.0000
2000	Defense	S	Always Small Vendor	PDuns	0	0	1	2701	2704	4841	74267898.0900
2000	Defense	S	Always Small Vendor	PDuns	0	1	1	15707	15842	70900	11040630648.9409
2000	Defense	S	Always Small Vendor	PDuns	1	0	1	1	1	1	30239.0000
2000	Defense	S	Always Small Vendor	PDuns	1	1	1	7	7	9	500418.0000
2000	Defense	S	Always Small Vendor	PID	0	0	1	12	12	37	530967.0000
2000	Defense	S	Always Small Vendor	PID	0	1	1	319	319	4883	1694550644.4336
2000	Defense	U	Unlabeled Vendor	Duns	NULL	1	1	1	1	16	8893351.0000
2001	Defense	NULL	NULL	PID	NULL	NULL	NULL	30	30	1535	667902300.1702
2001	Defense	B	Big Five	PID	0	1	1	5	5	24813	44632137276.2397
2001	Defense	J	Large: Big 5 JV	PID	0	1	1	4	4	86	1356619951.0000
2001	Defense	J	Large: Big 5 JV	PID	1	1	1	2	2	20	78746705.0000
2001	Defense	L	Large Vendor	Duns	1	1	1	1	1	144	124311920.0000
2001	Defense	L	Large Vendor	PID	0	1	1	187	187	70620	34316665640.6317
2001	Defense	L	Large Vendor	PID	1	1	1	16	16	1124	920912602.6309
2001	Defense	M	Medium Vendor	Duns	NULL	0	0	2	2	0	0.0000
2001	Defense	M	Medium Vendor	Duns	NULL	0	1	1	1	1	4704.0000
2001	Defense	M	Medium Vendor	Duns	0	0	0	2	2	2	-1724.0000
2001	Defense	M	Medium Vendor	Duns	0	0	1	1	1	2	-745.0000
2001	Defense	M	Medium Vendor	Duns	0	1	1	18	18	191	78427788.0000
2001	Defense	M	Medium Vendor	PDuns	NULL	0	0	33	33	7	6154.0000
2001	Defense	M	Medium Vendor	PDuns	NULL	0	1	12	12	23	130077.4606
2001	Defense	M	Medium Vendor	PDuns	NULL	1	1	8	9	6	281969.0000
2001	Defense	M	Medium Vendor	PDuns	0	0	0	78	78	1029	20085747.0000
2001	Defense	M	Medium Vendor	PDuns	0	0	1	428	428	612	9443676.0000
2001	Defense	M	Medium Vendor	PDuns	0	1	1	3587	3815	22120	6734117058.4665
2001	Defense	M	Medium Vendor	PDuns	1	0	0	34	34	50	-1998264.0000
2001	Defense	M	Medium Vendor	PDuns	1	0	1	355	355	424	10822392.0000
2001	Defense	M	Medium Vendor	PDuns	1	1	1	2873	2893	11590	3063720524.0984
2001	Defense	M	Medium Vendor	PID	NULL	0	0	1	1	0	0.0000
2001	Defense	M	Medium Vendor	PID	0	0	0	5	5	10	-1837571.0000
2001	Defense	M	Medium Vendor	PID	0	0	1	8	8	14	119934.0000
2001	Defense	M	Medium Vendor	PID	0	1	1	324	324	9229	11718158480.0078
2001	Defense	M	Medium Vendor	PID	1	0	1	2	2	6	111175.0000
2001	Defense	M	Medium Vendor	PID	1	1	1	28	28	696	516315937.0000
2001	Defense	N	Sometimes Small Vendor	Duns	0	1	1	3	3	1719	1314929016.0996
2001	Defense	N	Sometimes Small Vendor	PDuns	NULL	0	0	1	1	0	0.0000
2001	Defense	N	Sometimes Small Vendor	PDuns	NULL	1	1	1	1	0	0.0000
2001	Defense	N	Sometimes Small Vendor	PDuns	0	0	0	1	1	2	0.0000
2001	Defense	N	Sometimes Small Vendor	PDuns	0	0	1	94	99	223	2721239.0000
2001	Defense	N	Sometimes Small Vendor	PDuns	0	1	1	3173	4582	58995	11207722766.9804
2001	Defense	N	Sometimes Small Vendor	PDuns	1	1	1	8	8	157	44155347.0000
2001	Defense	N	Sometimes Small Vendor	PID	0	0	1	4	4	9	37638.0000
2001	Defense	N	Sometimes Small Vendor	PID	0	1	1	624	624	40314	13327808717.6408
2001	Defense	N	Sometimes Small Vendor	PID	1	1	1	1	1	5	1013297.0000
2001	Defense	S	Always Small Vendor	Duns	NULL	0	0	4	4	0	0.0000
2001	Defense	S	Always Small Vendor	Duns	0	0	0	1	1	1	-20057.0000
2001	Defense	S	Always Small Vendor	Duns	0	0	1	1	1	1	11278.0000
